rated,variant,speed,status,winner,moves,players.white.user.flair,players.white.user.patron,players.white.rating,players.white.ratingDiff,players.black.user.name,arenaTour.id
True,kingOfTheHill,bullet,resign,black,e4 d5 exd5 Qxd5 Nc3 Qd8 Ke2 Nf6 Ke3 c5 d4 Qc7 Bb5+ Nc6 d5 Bf5 dxc6 bxc6 Bd3 Qe5+ Ne4 Nxe4 Bxe4 Qxe4+ Kd2 Rd8+ Kc3 Rxd1,activity.lichess-blitz,,2134.0,-5.0,minhnm2020,
True,standard,bullet,resign,black,d4 Nf6 g3 g6 Bg2 Bg7 Nf3 O-O b3 d6 Bb2 c5 O-O cxd4 Nxd4 Nc6 Nxc6 bxc6 Bxc6 Bh3 Bg2 Bxg2 Kxg2 Qc7 c4 Rfd8 Nc3 Qc6+ Kg1 d5 cxd5 Nxd5 Qc1 Nxc3 Qe3 Nd5 Qc1 Qxc1 Bxc1 Bxa1,,,2709.0,-7.0,YDFGHJK,
True,standard,bullet,outoftime,black,d4 d5 Nc3 Nf6 Bf4 g6 e3 Bg7 h4 h6 Nf3 O-O Ne5 c5 dxc5 Nc6 Bd3 Qa5 Nxc6 bxc6 Be5 Qxc5 f3 Qxe3+ Qe2 Qxe2+ Bxe2 Nh5 Bxg7 Kxg7 Na4 Ng3 Rg1 Nxe2 Kxe2 Ba6+ Kd2 Rab8 Nc5 Bc8 c3 e5 b4 Be6 a4 Rfd8 Nxe6+ fxe6 Ke3 d4+ cxd4 exd4+ Ke4 Rxb4 Rgd1 c5 Rac1 d3+ Ke3 c4 a5 Kf6 Rc3 Rd5 Kd2 Rxa5 Rdc1 Ra2+ Ke3 Rxg2 Rxc4 Rxc4 Rxc4 d2 Rd4 a5 f4 a4 Kf3 Rh2 Kg3 Re2 Kf3 Re1 Rxd2 Rb1 Ra2 Rb3+ Kg4 a3 h5 gxh5+ Kxh5 Kf5 Kxh6 Kxf4 Kg6 e5 Kf6 e4 Ke6 e3 Kd5 Kf3 Kc4 Rb2 Rxa3 Kf2 Kd3 Rd2+ Ke4 Rd8 Kf4 e2 Rf3+ Ke1 Re3 Kd2 Kf3 Rf8+ Ke4 Re8+,activity.lichess-horsey,,2649.0,-5.0,minhnm2020,
True,standard,bullet,outoftime,white,d4 e6 g3 d5 Bg2 Nf6 Nf3 c5 b3 Nc6 Bb2 cxd4 Nxd4 Bd6 O-O O-O c4 Bd7 cxd5 exd5 Nc3 Be6 Nxe6 fxe6 e3 h5 h3 h4 g4 Rc8 Rc1 Bb8 f4 a6 Na4 Ba7 Qe1 Qe7 Kh1 Rfd8 Qxh4 Bxe3 Rce1 Ba7 f5 e5 g5 Ne4 Nc3 Nxg5 Nxd5 Qf7 Qxg5 Rxd5 Bxd5,,,2701.0,3.0,Ataque-Doble,
True,standard,bullet,outoftime,black,Nf3 d5 d4 Nf6 c4 g6 cxd5 Bg7 Nc3 Nxd5 Qb3 e6 e4 Nxc3 bxc3 O-O Be2 b6 O-O Bb7 Bd3 Nd7 Bg5 Qc8 Rac1 c5 Bb5 Bxe4 Nd2 Bb7 Rfe1 a6 Bf1 b5 a4 bxa4 Qxa4 Nf6 Nb3 cxd4 cxd4 Qd8 Nc5 Bd5 Bxa6 h6 Be3 Qd6 Qb5 Ng4 g3 Rfb8 Qe2 Nxe3 fxe3 Rb6 Bd3 Ra2 Rc2 Rxc2 Qxc2 e5 Ne4 Bxe4 Bxe4 exd4 exd4 Qxd4+ Kh1 Qd6 Re2 Kh7 Kg2 f5 Bf3 Rb2,,,2572.0,-3.0,minhnm2020,
True,standard,bullet,resign,black,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Nf3 g6 Bc4 Bg7 O-O O-O Re1 a6 a4 b6 h3 Bb7 Bf4 e6 Ne2 Nbd7 c3 c5 dxc5 Nxc5 Qd6 Qxd6 Bxd6 Rfc8 Bxc5 Rxc5 Bd3 Nd5 Nfd4 Rac8 Be4 R5c7 Rad1 h6 Bf3 Bf6 Ng3 Kh7 Ne4 Be7 Rd2 Kg7 Red1 Kf8 h4 Bxh4 g3 Be7 Kg2 h5 g4 hxg4 Bxg4 Nf6 f3 Nxg4 fxg4 Bxe4+ Kg3,activity.soccer-ball,,2679.0,-5.0,minhnm2020,
True,standard,bullet,mate,black,d4 d5 g3 Nf6 Nf3 Bf5 Bg2 e6 O-O Be7 b3 O-O Nbd2 h6 Bb2 c5 c4 dxc4 Nxc4 Nc6 e3 Qc7 Rc1 Rfd8 Qe2 b6 Rfd1 Rac8 h3 Be4 dxc5 Bxc5 Bxf6 gxf6 Nh4 Bxg2 Nxg2 f5 Qh5 Kg7 Nf4 Rxd1+ Rxd1 Rd8 Rc1 Ne5 Qh4 Nf3+ Kg2 Nxh4+ gxh4 Qd7 Kf3 Qb7+ Ke2 Qe4 Rg1+ Kh7 Nh5 Qxh4 Nf4 Bd6 Ng2 Qxh3 Ne1 Bb4 Nd3 a5 Nxb6 Qh5+ f3 Rxd3 Kxd3 Qxf3 Nc4 Qe4+ Ke2 f4 Rf1 e5 Rf3 f5 Rh3 Qg2+ Kd3 Qxh3 Nxe5 Qxe3+ Kc4 Qxe5 a3 Qc5+ Kd3 Bxa3 Ke2 Qb4 Kf3 Qxb3+ Kxf4 Qd5 Ke3 Qe4+ Kd2 Bb4+ Kc1 Qd3 Kb2 Qc3+ Kb1 Qd2 Ka1 Bc3+ Kb1 Qb2#,,,2699.0,-8.0,talifakumi,
True,standard,bullet,resign,black,e4 d5 exd5 Qxd5 Nc3 Qd8 Bc4 Nf6 d4 g6 Nf3 Bg7 O-O O-O Re1 a6 Be3 b5 Bf1 Bb7 Qd2 Nc6 Ne5 e6 Rad1 Ne7 a3 Rc8 Ne2 Ned5 c3 Nb6 Nf4 Qe7 g3 Rfd8 Qc1 Qe8 Bg2 Bxg2 Nxg2 c6 Bh6 Nbd5 Bxg7 Kxg7 Nf4 Qe7 Nxd5 Nxd5 Nd3 Nf6 Nc5 a5 Qf4 Nd7 Re2 Nxc5 Qe5+ f6 Qe3 Na4 Rde1 Nb6 Qxe6 Qxe6 Rxe6 Nd5 f4 Rc7 Kf2 Rdd7 Ke2 Kf7 Kd3 c5 R1e4 cxd4 Rxd4 Kxe6,,,2624.0,-5.0,minhnm2020,
True,standard,bullet,mate,black,d4 c5 g3 cxd4 Qxd4 Nc6 Qd1 Nf6 c4 d5 cxd5 Nxd5 Bg2 Ndb4 Qxd8+ Nxd8 a3 Nc2+ Kd1 Nxa1 Nc3 Nb3 Be3 Nc6 Kc2 Nba5 Nf3 Bf5+ Kd1 Rd8+ Ke1 Nb3 h3 e6 g4 Bg6 Nh4 Be7 Bf3 Nbd4 Nxg6 hxg6 Bg2 Nc2+ Kf1 Nxe3+ fxe3 Bc5 Kf2 Ne5 Rb1 Nc4 b4 Bxe3+ Kf3 Bd4 Rc1 Nd2+ Kg3 f5 Nb5 Bb6 Nc7+ Kd7 Nb5 g5 Rd1 Ke7 Nc3 a6 Re1 Be3 Kh2 Bf4+ Kg1 Bg3 Rc1 f4 Bxb7 Rd7 Bg2 Rc8 Nd5+ Rxd5 Rxc8 Rd4 Rc7+ Kf6 Ra7 Nc4 Bf3 Ne3 h4 Rd1#,,,2702.0,-8.0,random1004,
True,standard,bullet,outoftime,black,d4 d5 Nf3 Nf6 c4 g6 Nc3 Bg7 Bg5 c6 e3 O-O Qb3 e6 h3 b6 Bf4 Bb7 Rc1 dxc4 Bxc4 Nbd7 a4 c5 O-O Bxf3 gxf3 cxd4 exd4 Nh5 Bh2 Qh4 Ne4 Qxh3 Rcd1 Ndf6 Rfe1 Rad8 Be5 Nd5 Ng5 Qf5 Bxg7 Kxg7 Ne4 Nhf4 Ng3 Qh3 Bf1 Qh4 Re4 Nf6 Ree1 Rd5 Re5 Rfd8 Rxd5 Rxd5 Re1 Rh5 Bg2 Rg5 Kf1 Rxg3 fxg3 Qxg3 Qc2 h5 Re5 h4 Qf2 Qxf2+ Kxf2 Nd3+ Ke3 Nxb2 a5 Nc4+ Kd3 Nxa5 Rxa5 bxa5 d5 Nxd5,,,2628.0,-5.0,minhnm2020,
True,standard,bullet,mate,black,d4 c5 g3 d5 Bg2 Nf6 Nf3 Nc6 O-O g6 b3 Bg7 Bb2 O-O Nbd2 Ne4 e3 cxd4 Nxd4 Nxd4 exd4 Nxd2 Qxd2 Bf5 c4 dxc4 bxc4 Rc8 Rac1 b6 d5 Bxb2 Qxb2 Qd7 Rfd1 Rc7 Rd4 Rfc8 h4 h5 Kh2 Qd6 Qd2 Qa3 Bf1 b5 Rc3 Qa5 Qc1 bxc4 Rdxc4 Rxc4 Rxc4 Rxc4 Qxc4 Qd2 Kg1 Qd1 Kg2 Qe1 Bd3 Bh3+ Kxh3 Qh1#,,,2705.0,-8.0,Letapa_Lepako,
True,standard,bullet,outoftime,white,e4 d5 exd5 Qxd5 Nc3 Qd8 d3 Nf6 Be2 g6 Bf3 Bg7 Nge2 O-O Ng3 c6 O-O b6 h4 Bb7 h5 Nbd7 Be3 Qc7 Qd2 a6 Bf4 e5 Bh6 c5 Bxg7 Kxg7 Qg5 h6 Nf5+ Kg8 Nxh6+ Kh7 Ng4 Nxh5 Qh6+ Kg8 Ne4 Bxe4 dxe4 Qc6 Rad1 Rad8 Rd5 Ndf6 Rxe5 Nxg4 Bxg4 Qf6 Rxh5 Rfe8 Qh7+ Kf8 Qh6+ Ke7 Rd5 Rh8 Qg5 Rxd5 Qxd5 Qh4 Qd7+ Kf6 f3 Qh2+ Kf2 Qe5 Rd1 Qxb2 Qd6+ Kg7 Rd2 Re8 Qg3 b5 Qd6 b4 Qxc5 a5 Qd4+ Qxd4+ Rxd4 Rc8 Rd7 Rxc2+ Kg3 Rxa2 Be6 Kf6 Rxf7+ Kxe6 Ra7 Ke5 Rxa5+ Kd4 Rb5 Ra5 Rxb4+,,,2545.0,8.0,minhnm2020,
True,standard,bullet,resign,white,d4 d5 g3 c6 Bg2 e6 Nf3 Nf6 O-O Be7 b3 O-O Bb2 b6 Nbd2 Bb7 Re1 a5 e4 Na6 a3 Rc8 c4 c5 exd5 exd5 Rc1 dxc4 Nxc4 cxd4 Nxd4 Nc5 Bxb7 Nxb7 Qf3 Nc5 Rcd1 Qc7 Nb5 Qc6 Qxc6 Rxc6 Rxe7 h6 Bxf6 Rxf6 b4 axb4 axb4 Ne6 Ne5 Ng5 Nd7 Rc8 Nxf6+ gxf6 h4 Kg7 hxg5 hxg5 Rdd7,,,2710.0,3.0,Yahyabehery444,
True,standard,bullet,resign,black,d4 d5 c4 g6 cxd5 Bg7 Nc3 Nf6 Nf3 Nxd5 e4 Nxc3 bxc3 O-O Bd3 b6 O-O Bb7 Qe2 Nd7 a4 c5 a5 cxd4 cxd4 bxa5 Ba3 Re8 Rfb1 Rb8 Rb5 Ba8 Rab1 Rxb5 Bxb5 Kf8 d5 Kg8 e5 Rf8 e6 Nb6 exf7+ Rxf7 Ng5 Qxd5 f3 Qxg5 Rc1 Kf8 Bd6 Bd4+ Kh1 exd6 Re1 Be5 g3 Bxf3+,,,2749.0,-7.0,minhnm2020,
True,standard,bullet,resign,black,d4 d5 g3 c5 Bg2 cxd4 Nf3 Nc6 O-O e5 c3 dxc3 Nxc3 Nf6 Bg5 Be6 Rc1 Be7 Na4 h6 Bxf6 Bxf6 Nc5 O-O Nxe6 fxe6 a3 e4 Nd2 Bxb2 Rb1 Bxa3 Rxb7 Bd6 Rb1 Rb8 Ra1 a5 f3 e3 Nb3 Be5 Ra4 Qd7 Nxa5 Nxa5 Rxa5 Qc7 Ra3 d4 f4 Bf6 Qd3 e5 fxe5 Bxe5 Rd1 Rf7 Qe4 Rbf8 Bh3 Kh8 Be6 Rf2 Bg4 Bxg3 Qxd4 Bxh2+ Kh1 Be5 Qd7 Qc4 Bf3 Qf4 Qh3 Rh2+,,,2712.0,-9.0,Trupendo,
True,standard,bullet,outoftime,,Nf3 d5 g3 Nf6 Bg2 g6 O-O Bg7 d4 O-O c4 b6 cxd5 Bb7 Nc3 Nxd5 Qc2 Nxc3 bxc3 c5 Rd1 cxd4 cxd4 Nc6 d5 Nb4 Qb1 Nxd5 Bb2 Bxb2 Qxb2 Qc7 Rac1 Qb8 e4 Nf6 e5 Ng4 h3 Nh6 e6 fxe6 Ng5 Bxg2 Kxg2 Qb7+ Kg1 Rf6 Qe5 Raf8 Ne4 R6f7 Qxe6 Nf5 Rd7 Qa6 Ng5 Ng7 Qb3 Qe2 Rf1 Nf5 Nxf7 Rxf7 Rd8+ Kg7 Qc3+ Kh6 Qc1+ Kg7 Qf4 Nd6 Qd4+ Kh6 Rxd6 exd6 Qxd6 Qf3 Qd3 Kg7 Qxf3 Rxf3 Re1 Rf7 Re7 Rxe7 Kg2 Rd7 h4 Rd2 h5 Rxa2 h6+ Kxh6 Kf3 Kg7 Kf4 Ra5 Kg4 Rb5 f3 Rc5 Kh3 Rc4 f4 Rc5 Kg4 b5 f5 b4 f6+ Kxf6 Kf3 Rc4 g4 b3 Ke3 Rc3+ Kd2 Rc2+ Kd3 Kg5 Ke4 Kxg4 Kd3 Kg5 Kd4 h5 Ke3 h4 Ke4 h3 Kf3 h2 Kg3,,,2649.0,1.0,minhnm2020,
True,kingOfTheHill,bullet,resign,white,d4 d5 g3 c5 Bg2 cxd4 Nf3 e5 Nxe5 Nc6 Nxc6 bxc6 Qxd4 Nf6 O-O Be7 b3 O-O Bb2 Be6 c4 h6 cxd5 Bxd5 Nc3 Bxg2 Qxd8 Raxd8 Kxg2 Rd2 Rab1 Bc5 Rfd1 Rfd8 Kf3 g5 h3 Rxd1 Rxd1 Re8 Na4 Be7 e4 Kg7 e5 Kg6 exf6 Bxf6 Rd6,,,2149.0,13.0,newphillyman2003,
True,kingOfTheHill,bullet,resign,black,c4 c5 Nc3 Nc6 e3 g6 Nf3 Bg7 d4 cxd4 exd4 Nf6 Be3 d5 cxd5 Nxd5 Bb5 O-O O-O a6 Ba4 b5 Bb3 Nxe3 fxe3 Bb7 Rc1 e6 a3 Rc8 h3 Na5 Bc2 Nc4 e4 Nxb2 Qd2 Nc4 Qd3 Nxa3 Kf2 b4 Na4 Qa5 Nc5 Rxc5 dxc5 Qxc5+ Qe3 Qb5 Bd3 Qa5 Rc5 Qa4 Nd4 b3 e5 Rd8 Nf3 b2 Bb1 Bf8 Rc3 Qb4 Rb3 Qe7 Rxb2 Nc4 Qc3 Nxb2 Qxb2 Qc5+ Ke2 Bc6 Rd1 Bb5+ Ke1 Qe3+,,,2128.0,-5.0,minhnm2020,
True,kingOfTheHill,bullet,resign,white,d4 e5 g3 exd4 Qxd4 Nf6 Qd1 Nc6 Bg2 d5 Nf3 Bc5 O-O h6 b3 O-O Bb2 Re8 Nbd2 Ne4 e3 Bg4 c4 Ng5 cxd5 Qxd5 Nxg5 Qxg2+ Kxg2 Bxd1 Rfxd1 hxg5 Nc4 Rad8 Kf3 f5 g4 g6 h4 gxh4 gxf5 gxf5 Kf4 Kf7 Kxf5 Rxd1 Rxd1 h3 Ne5+ Nxe5 Bxe5,,,2119.0,16.0,newphillyman2003,
True,kingOfTheHill,bullet,resign,black,e4 d5 exd5 Qxd5 c4 Qd8 Nc3 c5 Nf3 Nf6 d4 cxd4 Qxd4 Qxd4 Nxd4 e5 Nf3 Nc6 Bg5 Bc5 O-O-O Be6 Nd5 Be7 Nc7+ Kf8 Nxa8 Ne4 Bxe7+ Kxe7 Nc7 Nxf2 Be2 Nxh1 Rxh1 e4 Kd2 Kd6 Ke3 f5 Nb5+ Kc5 Kf4 h6 h4 Bxc4 Rd1 Bxe2 Kxf5 Re8 b4+ Kxb5 Nd4+ Nxd4+ Rxd4 Bd3 a3 e3+ Rxd3 Kc4 Rd7 e2 Rd6 e1=Q Re6 Qxe6+,,,2140.0,-6.0,minhnm2020,
True,kingOfTheHill,bullet,outoftime,white,d4 c5 g3 cxd4 Qxd4 Nc6 Qd1 Nf6 Bg2 d5 Nf3 e5 O-O e4 Nd4 Bc5 e3 O-O c4 Nb8 cxd5 Qxd5 Nc3 Qe5 Bd2 Bg4 Qc2 Re8 h3 Bh5 a3 Bxd4 exd4 Qxd4 Be3 Qe5 g4 Bg6 Rad1 Nc6 b4 Rac8 Qb3 Red8 Na4 Nd4 Bxd4 Rxd4 Rde1 h5 Nc5 hxg4 hxg4 Nxg4 Qh3 f5 f3 Nf6 fxe4 fxe4 Nxb7 Rc2 Nc5 Rdd2 Re3 Rxg2+ Qxg2 Rxg2+ Kxg2 Qd4 Rfe1 Ng4 Rxe4 Bxe4+ Rxe4 Qd2+ Kh3 Qd3+ Kxg4,,,2083.0,19.0,newphillyman2003,
True,standard,rapid,outoftime,white,d4 Nf6 Nf3 g6 g3 c5 Bg2 cxd4 O-O Bg7 Nxd4 O-O c4 Nc6 e3 Qa5 Nc3 Ne5 Qe2 d6 h3 Qb4 f4 Nc6 a3 Qb6 Rd1 Bd7 b4 Rfc8 Rb1 Nh5 Nd5 Qd8 g4 Nf6 Nxf6+ Bxf6 Bb2 Bg7 c5 dxc5 Nxc6 bxc6 Bxg7 Kxg7 bxc5 Qc7 Qb2+ Kg8 Qb7 Be6 Qxc7 Rxc7 Kf2 Kf8 e4 Ke8 f5 Bc4 Rd4 Bb5 a4 Ba6 e5 Rac8 Ke3 Rd7 Be4 Rxd4 Kxd4 Kd7 e6+ fxe6 fxg6 hxg6 Bxg6 Rh8 Rh1 Be2 g5 Rg8 Be4 Rxg5 h4 Rh5 Ke3 Bg4 Kf4 Be2 Rh2 Bc4 Kg4 Rh8 h5 Bd5 Bg6 e5 Kg5 Ke6 h6 e4 h7 Ke5 Kh6 Bg8 Kg7 Bxh7 Bxh7 Rb8 Rh5+ Kd4 Rh4 Kxc5 Rxe4 Rb4 Rxe7 Rxa4 Bf5 Ra3 Kf6 a5 Rb7 a4 Ke5 Re3+ Be4 a3 Ra7 Kb4 Kd4 Re2 Rb7+ Ka5 Ra7+ Kb6 Rxa3 c5+ Kd3 Re1 Rb3+ Kc7 Rb5 Ra1 Rxc5+ Kd6 Rc3 Ra6 Ke3 Rb6 Kf4 Ke6 Rh3 Kd6 Rh6+ Kc5 Rh3 Kd6 Rd3+ Kc5 Rd5+ Kc4 Rd8 Kb4 Ke3 Kc5 Rd7 Kb4 Kd4 Kb5 Bd5 Kb4 Re7 Kb5 Re3 Kb4 Rb3+ Ka5 Rc3 Kb4 Rc5 Ka4 Ke5 Kb4 Rc1 Ka5 Bc4,,,2590.0,9.0,Frankeinsteinzombie,
True,standard,bullet,resign,black,c4 c5 g3 Nc6 Bg2 g6 Nf3 Bg7 Nc3 Nf6 d4 cxd4 Nxd4 O-O c5 Nxd4 Qxd4 Qc7 Bf4 Qa5 O-O a6 b4 Qd8 Rfd1 Qe8 Rac1 Kh8 Be5 Rg8 Nd5 Nxd5 Bxd5 Bxe5 Qxe5+ f6 Qc7 Rf8 Bf3 Qd8 Qxd8 Rxd8 c6 bxc6 Bxc6 Rb8 a3 Kg7 Rc3 Kf7 Rcd3 Ke8 Ba4 Rb6 e4 e6 f4 Ke7 Kf2 d6 Ke3 Bd7 Bxd7 Rxd7 Rc1 Ra7 Rdc3 Kd7 Kd4 a5 bxa5 Rba6 Rb1 Rxa5 Rbb3 Ra4+ Kd3 Rc7 Ke3 Rxc3+ Rxc3 d5 exd5 exd5 Kd3 Kd6 Kc2 d4 Rd3 Kd5 Kb3 Ra8 a4 Ke4 Rd1 d3 Kc3 Rc8+ Kd2 Rc2+ Ke1 Ke3 Kf1 d2 a5 Rc1 Kg2 Rxd1 a6 Ra1 Kh3 d1=Q f5 Qh5+ Kg2 Ra2+,,,2745.0,-7.0,minhnm2020,
True,chess960,bullet,resign,black,e4 e5 Ng3 Ng6 b3 b6 Kb2 Bb7 c3 d5 exd5 Bxd5 d3 f5 f4 exf4 Rxe8 Qxe8 Bxf4 Nxf4 Qxf4 g6 Bf3 Bxf3 Qxf3 Bf6 d4 O-O-O Qa8+ Kd7 Qxa7 Qe3 Rc1 Ne7 Nf3 Nd5 Qa4+ Ke7 Re1 c5 dxc5 Bxc3+ Kc2 Bxe1 Nxe1 Qxe1 cxb6 Qc3+,,,2197.0,-8.0,minhnm2020,
True,chess960,bullet,outoftime,white,b3 Ng6 Bb2 Nf6 d4 d5 Ng3 e5 dxe5 Nxe5 h3 Be6 e4 dxe4 Nxe4 Nxe4 Bxe5 Bf6 Bxf6 Nxf6 c4 Qd6 Bc2 O-O-O Nf3 a6 Kb2 h6 Rad1 Qb6 Rxd8+ Rxd8 Qe2 Nd7 Rd1 Nc5 Rxd8+ Kxd8 Kc1 a5 Ne5 a4 f4 axb3 axb3 Nxb3+ Kd1 Qd6+ Ke1 f6 Bxb3 fxe5 fxe5 Qb4+ Qd2+ Qxd2+ Kxd2 Ke7 Kc3 b6 Bc2 c6 Kd4 b5 cxb5 cxb5 Bd3 b4 Bb1 g5 Ke4 Bg8 Ke3 Bh7 Bxh7,,,2297.0,4.0,fcachessnb0,
True,standard,bullet,outoftime,black,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Nf3 g6 Ne5 Bg7 Bc4 O-O O-O a6 a4 b6 Re1 Bb7 Bf4 Nc6 Nxc6 Bxc6 d5 Bb7 Qd3 c6 dxc6 Qxd3 Bxd3 Bxc6 Rxe7 Nh5 Bd6 Rfd8 Ba3 b5 axb5 axb5 Ree1 Rab8 Bb4 Nf6 h3 h6 Ra6 Bb7 Rb6 Ba8 Rxb8 Rxb8 Bxb5 Nd5 Nxd5 Bxd5 Re8+ Rxe8 Bxe8 Bxb2 Bb5 Bb7 c4 Be5 Ba5 Kf8 c5 Bc8 Bd8 Kg7 Be7 Bd4 Bd6 Kf6 Kf1 Ke6 Bc4+ Kf6 Ke2 g5 Kf3 Kg6 Ke2 f5 c6 Kf6 Bc5 Bxc5 Bd5 Ke5 Bc4 Kd6 Bg8 Kxc6 Bh7 Kd6 f4 gxf4 Kf3 Ke5 g4 Bb7+ Ke2 fxg4 hxg4 f3+ Kf1 Kf4 Bd3 Kg3 g5 hxg5 Bc4 Be4 Bd3 Bxd3+ Ke1 f2+ Kd2 f1=Q Kc3 Qf2 Kxd3 Qf3+,nature.dragon,,2695.0,-6.0,minhnm2020,
True,chess960,bullet,outoftime,white,c4 e5 f3 Ne6 Bf2 c6 g3 f6 Nc3 Nd6 b3 Bf7 Ng2 O-O O-O Nf5 e3 Ne7 Rfd1 d5 d4 g6 dxe5 fxe5 Qb2 d4 exd4 exd4 Ne4 Nf5 g4 Nd6 Nxd6 Bxd6 Bxd4 Nxd4 Qxd4 Rcd8 Qe4 Bc5+ Kh1 Rde8 Qf4 Be6 Qe5 Bf2 Qg5 Rxf3 Bxg6 hxg6 Qxg6+ Kf8 Rf1 Re7 Qh6+ Rg7 Rc2 Bxg4 Rcxf2 Rxf2 Rxf2+ Kg8 h3 Bd7 Qf6 Qe8 Kh2 Qg6 Qd8+ Kh7 Qh4+ Qh6 Qxh6+ Kxh6 Nf4,,,2294.0,3.0,OrioN2017,
True,chess960,bullet,outoftime,black,d4 d5 Nd3 g6 f3 Bg7 e3 Nf6 Bf2 Bd7 Ne2 O-O Nc3 b6 Be2 Nd6 O-O Rbc8 b3 c5 dxc5 bxc5 Be1 Rfe8 a4 Qc6 Qa2 c4 Nb4 Qc5 Na6 Qc6 Nb4 Qa8 Nd1 cxb3 cxb3 e6 Nc2 Nf5 Nd4 Nxd4 exd4 e5 Bf2 e4 Ne3 exf3 Bxf3 Ne4 Bxe4 Rxe4 Qd2 Bxd4 Rbe1 Qc6 Nc2 Bxf2+ Rxf2 f5 Rxe4 dxe4 Nd4 Qc1+ Qxc1 Rxc1+ Rf1 Rc3 Rb1 Kf7 Kf2 f4 Nb5 Bxb5 axb5 Rc2+ Kf1 Ra2 Rd1 Ke6 Rc1 Ke5 Rc4 g5,,,2116.0,-3.0,minhnm2020,
True,standard,bullet,resign,white,d4 e6 g3 d5 Bg2 Be7 Nf3 Nf6 O-O O-O b3 c5 Bb2 Nc6 Nbd2 b6 Re1 Bb7 e4 dxe4 Nxe4 Nxe4 Rxe4 Nxd4 Nxd4 Bxe4 Bxe4 cxd4 Bxa8 Qxa8 Bxd4 Rd8 Qg4 Bf8 c4 h5 Qf4 b5 h4 bxc4 bxc4 Qc6 Rc1 Qa4 Be3 Qxa2 c5 Rc8 c6 Qa3 c7 Bd6 Qg5 a5 Qd8+,,,2695.0,6.0,I_Lose_Chess,
True,standard,bullet,outoftime,white,d4 d5 Nf3 Nf6 c4 g6 Nc3 Bg7 e3 O-O Be2 b6 O-O Bb7 a4 a6 Qb3 dxc4 Qxc4 Nbd7 Rd1 e6 h3 Rc8 Qb3 Qe7 Ne5 Rfd8 f4 c5 Bd2 cxd4 exd4 Nd5 Bf3 Qd6 Ne4 Qb8 Rac1 Ba8 Kh2 N7f6 Ng5 Rf8 Rxc8 Qxc8 Rc1 Qd8 Qc4 h6 Ngxf7 Rxf7 Nxf7 Kxf7 Qc8 Ke7 Qxd8+ Kxd8 a5 b5 g4 Bb7 Kg3 Nd7 h4 Bxd4 f5 gxf5 gxf5 exf5 Bxh6 Bxb2 Rd1 Be5+ Kf2 Nc3 Bg5+ Ke8 Re1 Ne4+ Kg2 Kf7 Be3 Ndc5 Bh5+ Kg7 Rd1 Nf6+ Bf3 Nce4 Bxe4 Bxe4+ Kf1,activity.chess-pawn,,2675.0,6.0,minhnm2020,
True,standard,bullet,outoftime,white,d4 e6 g3 d5 Bg2 Nf6 Nf3 Be7 O-O O-O b3 b6 Bb2 c5 Nbd2 Ba6 Re1 Nc6 e4 dxe4 Nxe4 Nxe4 Rxe4 Qc7 c4 Nxd4 Nxd4 cxd4 Rxd4 Rad8 Rxd8 Rxd8 Qg4 Bf8 Rd1 h6 h4 b5 cxb5 Bxb5 Rxd8 Qxd8 a4 Bd3 Qd1 Be7 Bf3 a6 Kg2 Bf5 Qe2 a5 Bc3 Bf6 Bxf6 Qxf6 Qb5 Qc3 g4 Bc2 Qe8+ Kh7 Qxf7 Qxb3 g5 hxg5 hxg5 Bg6 Qf4 e5 Qxe5 Qxa4 Qh2+ Kg8 Bd5+ Bf7 Qb8+ Kh7 Bxf7 Qg4+ Qg3 Qe4+ Kh2 g6 Qh3+,,,2696.0,5.0,I_Lose_Chess,
True,standard,bullet,resign,black,e3 d5 d4 Nf6 Nf3 g6 c4 Bg7 cxd5 O-O Nc3 Nxd5 Bc4 e6 O-O c5 Qe2 cxd4 exd4 Nxc3 bxc3 Nc6 Bb3 a6 Bg5 Qd6 h4 b5 Rfe1 Bb7 h5 Rac8 Rad1 Rfe8 Ne5 Na5 hxg6 hxg6 Qg4 Nxb3 axb3 Rxc3 Bf4 Qd8 d5 Bxd5 b4 Qf6 Bg3 Rec8 Nd7 Qf5 Qxf5 gxf5 Nc5 a5,,,2556.0,-4.0,minhnm2020,
