rated,variant,speed,status,winner,moves,players.white.user.flair,players.white.user.id,players.white.provisional,players.black.user.name,players.black.user.title,players.black.rating
True,standard,blitz,resign,white,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 d6 c4 Be7 h3 h6 Nc3 O-O Be3 Rb8 O-O Nd7 d4 exd4 Nxd4 Nxd4 Bxd4 Nc5 Bc2 Ne6 Be3 b5 cxb5 axb5 Nd5 Bb7 Re1 Re8 Rc1 Bf8 Qd3 g6 Qd2 Kh7 a4 Ba8 axb5 Rxb5 Ba4 Rb7 Bxe8,,cutemouse83,,chesssink,,2612.0
True,standard,blitz,outoftime,black,d4 Nf6 Bf4 d5 e3 c5 c3 Nc6 Nd2 Bf5 Qb3 Qd7 dxc5 e5 Bg5 Bxc5 Ngf3 Ne4 Nxe4 dxe4 Nd2 O-O Be2 h6 Bh4 Be7 Bg3 Rad8 Rd1 Qc7 O-O Be6 Qc2 f5 h3 Nb4 Qa4 Nd3 Bxd3 Rxd3 Nb3 b6 Nd4 Bc4 b3 Bd5 c4 f4 cxd5 fxg3 Rxd3 exd3 Ne6 gxf2+ Kh2 Qc2 Nxf8 Bxf8 d6 Qe2 Qc4+ Kh8 d7 Be7 Qc1 d2 Qd1 Qxe3 Qg4 Qe1 Qd1 e4 Kg3 Bd6+ Kg4 Be7 Kf5 e3 Qg4 e2 Kg6 exf1=Q Qf5 Qe6+ Qxe6 Qe2 Kf7 f1=Q+ Kxe7 Qxe6+ Kxe6 Qf8,symbols.keycap-digit-seven,burjugul_7,,cutemouse83,GM,2917.0
True,standard,blitz,resign,white,Nf3 d5 g3 Bg4 Bg2 c6 O-O e6 h3 Bh5 c4 Bd6 d4 Nd7 Nc3 Ngf6 Qb3 Rb8 Nd2 O-O e4 dxe4 Ndxe4 Nxe4 Nxe4 Bc7 Bg5 f6 Be3 Bf7 Rad1 Qc8 Kh2 b5 c5 e5 Qc2 Bd5 Nc3 Bxg2 Kxg2 exd4 Bxd4 Ne5 Bxe5 Bxe5 Ne4 Qe6 a3 b4 Nd6 bxa3 bxa3 Rb2 Qe4 f5 Qxc6 f4 Qd5 Qxd5+ Rxd5 Bxd6 cxd6 fxg3 Kxg3 Rb3+ f3 Rd8 a4 Rb6 Rfd1 Kf7 a5 Ra6 d7 Ke7 Rg5 g6 Rgd5 Rf6 Re1+ Re6 Red1 Rc6 h4 Rc7 Kg4 h6 f4 Rc4 R1d4 Rxd4 Rxd4 Rxd7 Rxd7+ Kxd7 f5 gxf5+ Kxf5 Ke7 Kg6 Ke6 Kxh6 Kf6 h5 a6 Kh7 Kf7 h6 Kf8 Kg6 Kg8 Kf6 Kh7 Ke6 Kxh6 Kd6 Kg7 Kc6 Kf8 Kb6 Ke8 Kxa6 Kd8 Kb7,food-drink.lollipop,konstanfankornienko,,cutemouse83,GM,2922.0
True,standard,blitz,resign,black,Nf3 Nf6 c4 e6 g3 d5 Bg2 dxc4 Qa4+ Nbd7 Qxc4 a6 Qc2 c5 Nc3 Ra7 O-O b5 a4 b4 Nd1 Bb7 Ne3 Be7 Nc4 O-O d3 Nd5 Rd1 Ra8 e4 N5b6 Na5 Ra7 Nxb7 Rxb7 b3 Nb8 Be3 N6d7 d4 Rc7 d5 exd5 exd5 Bd6 Nd2 Ne5 Ne4 Re8 Rac1 Ng4 Bg5 f6 Nxd6 Qxd6 Bf4 Ne5 Bh3 Nbd7 Bxd7 Qxd7 d6 Rc6 Bxe5 Rxe5 Qc4+ Re6 Qxe6+ Qxe6 d7 Rd6 d8=Q+ Rxd8 Rxd8+ Kf7 Rd3 Qe4 Re3 Qd4 Rc4 Qd5 h4 h5 Rce4 Kg6 Rc4 Qd1+ Kg2 Qd5+ Kg1 Qd1+ Kh2 Qd5 Re2 Qd3 Rec2 Qxb3 Rxc5 Qxa4 Rc7 b3 Rd2 Qb4 Rdd7 b2 Rxg7+ Kf5 Rb7 b1=Q Rxb4 Qxb4 Rd7 a5 Rd5+ Ke4 Rd1 a4,,cutemouse83,,Kaufman_David,IM,2740.0
True,standard,blitz,resign,black,e4 c5 Nf3 Nc6 Nc3 Nf6 Bb5 Qc7 d3 a6 Bc4 e6 Bb3 b5 a4 b4 Nb1 Na5 Nbd2 Nxb3 Nxb3 Bb7 O-O Be7 e5 Ng4 Re1 O-O Bf4 f6 Bg3 f5 Bf4 Kh8 h3 Nh6 Nbd2 Nf7 h4 Rg8 Ng5 Nxg5 hxg5 Qc6 f3 h6 Kf2 Kh7 Rh1 a5 Nc4 Ba6 Qd2 Qd5 b3 Bxc4 dxc4 Qxd2+ Bxd2 d6 exd6 Bxd6 gxh6 g5 Rae1 Rg6 Rd1 f4 Bc1 Be5 Rd7+ Kh8 h7 Rg7 Rxg7 Bxg7 Rd1 Kxh7 Rd7 Kg6 Rc7 Bd4+ Ke2 Rh8 Rc6 Kf5,,kaufman_david,,cutemouse83,GM,2928.0
True,standard,blitz,resign,white,d4 Nf6 c4 e6 g3 d5 Bg2 dxc4 Qa4+ Nbd7 Qxc4 a6 Qb3 c5 Nf3 b5 Ne5 c4 Qf3 Nb6 O-O Be7 Nc6 Qc7 Nxe7 Qxe7 b3 O-O bxc4 Ra7 c5 Bb7 c6 Ba8 Qb3 Rc8 Ba3 Qd8 Rc1 Nc4 Bc5 Rac7 Na3 Nxa3 Qxa3 Rxc6 Bxc6 Bxc6 f3 Bb7 Qd3 h5 e4 e5 d5 h4 Bf2 hxg3 hxg3 Rxc1+ Rxc1 Nd7 Qc3 Qg5 Qe3 Qg6 Rc7,,cutemouse83,,Kaufman_David,IM,2746.0
True,standard,blitz,resign,black,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 e3 O-O Bd2 c5 a3 Bxc3 Bxc3 Ne4 Rc1 Nxc3 Rxc3 cxd4 Qxd4 Nc6 Qd2 Qf6 cxd5 exd5 Bb5 Bg4 Qxd5 Rad8 Qe4 Ne5 Be2 Rfe8 Nxe5 Bxe2 Kxe2 Rxe5 Qxb7 Red5 Rc2 Qg6,,cutemouse83,,ZARIMA1,,2715.0
True,standard,blitz,resign,black,d4 Nf6 c4 e6 g3 Bb4+ Bd2 Be7 Bg2 d5 Nf3 O-O O-O c6 Qc2 b6 Bf4 Bb7 Rd1 Nbd7 Ne5 Nxe5 dxe5 Nd7 cxd5 cxd5 e4 d4 Rxd4 Rc8 Nc3 Qc7 Qe2 Nxe5 Nb5 Qb8 Rd7 Bf6 Rad1 Bc6 R7d6 Qb7 Nc3 b5 a3 a5 h4 b4 axb4 axb4 Nb1 Bb5 Qe1 Ba4 Rc1 Bc2 Nd2 b3 Qe2 Qb4,,zarima1,,cutemouse83,GM,2931.0
True,standard,blitz,resign,black,c4 e5 Nc3 Bb4 Qc2 Nf6 Nf3 d6 e3 O-O a3 Bxc3 Qxc3 e4 Nd4 c5 Nc2 b6 b3 Nc6 Bb2 Re8 h3 Ne5 Be2 d5 O-O Bb7 Rad1 Qc7 f4 exf3 Bxf3 Nxf3+ Rxf3 d4 exd4 Bxf3 Qxf3 cxd4 Nxd4 Qc5 Kh1 Ne4 d3 Ng5 Qg3 f6 Rf1 Qe5 Qg4 Rad8 h4 Ne6 Nxe6 Qxe6 Qg3 Kh8 d4 Qe2 Rf2 Qe3 Rf3 Qe1+ Qxe1 Rxe1+ Kh2 Re2 Bc3 Kg8 d5 Kf7 b4 Re4 Kg3 Rxc4 Rd3 h5 Bd2 Rg4+ Kf3 Rd7 Bf4 Rxh4 g3 Rg4 d6 g5 Be3 Rc4 Bf2 Rc6 Rd2 Rcxd6 Re2 Rd3+ Kg2 Kg6 Re4 Rxa3 Rc4 Ra2,,stas-2444,,cutemouse83,GM,2929.0
True,standard,blitz,resign,white,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 Bc5 Nb3 Ba7 Bf4 d6 Qd2 Nc6 Nc3 Nf6 O-O-O O-O Kb1 b5 f3 b4 Ne2 Rb8 Bc4 e5 Bg5 a5 Qxd6 Qxd6 Rxd6 Bb7 Bxf6 gxf6 Bd5 a4 Bxc6 axb3 Bxb7 bxc2+ Kxc2 Rxb7 Kb3 Kg7 Ng3 Rc8 Rhd1 Kg6 Nf5 Bc5 Rd8 Rbb8 Rxc8 Rxc8 Rc1 Kg5 Ne7 Rc7 Nd5 Rc8 g3 f5 exf5 h5 h4+,,cutemouse83,,Stas-2444,,2609.0
True,standard,blitz,resign,white,d4 Nf6 c4 g6 Nf3 Bg7 Nc3 O-O e4 d6 Be2 e5 Be3 exd4 Nxd4 Re8 f3 c6 Bf2 d5 exd5 cxd5 O-O Nc6 c5 Nh5 Qd2 Be5 g3 Ng7 Rad1 Ne6 Nxe6 fxe6 f4 Bg7 Nb5 Re7 Nd6 b6 Bb5 Bd7 Rc1 bxc5 Bxc5 Rb8 a4 a5 Rfe1 Nb4 Bxd7 Qxd7 Nb5 Ree8 Bxb4 axb4 Rc7 Qd8 Rc6 Rb6 Rec1 Rxc6 Rxc6 Qf6 b3 Bf8 Kg2 Qf5 Qe2 e5 Nc7 Qc8 Qb5 Rd8 Ne6 Qb8 Nxd8,,cutemouse83,,Corre_por_tu_vida,IM,2619.0
True,standard,blitz,resign,white,Nf3 d5 g3 g6 Bg2 Bg7 O-O e5 d3 Ne7 Nc3 d4 Ne4 h6 c3 O-O cxd4 exd4 Bd2 Be6 Qc1 g5 h4 g4 Nh2 h5 Nc5 Bd5 Nxb7 Qc8 Nc5 Bxg2 Kxg2 Nd7 Nxd7 Qxd7 Qc5 Nd5 Rac1 Rfe8 Rfe1 Re6 Rc4 Rae8 Kf1 Nb6 Rc2 Nd5 Qxa7 Be5 Kg1 Rb6 Qa5 Rb5 Qa4 Nb6 Qa7 Bd6 Qb7 Rbe5 Bf4 Rc5 Rxc5 Bxc5 Qxc7 Qd5 Nf1 Na4 e4 dxe3 Nxe3 Bxe3 Rxe3 Rxe3 Bxe3 Qxd3 Qe5,,chado_brun,,cutemouse83,GM,2933.0
True,standard,blitz,draw,,c4 Nf6 Nc3 e5 Nf3 Nc6 g3 Bb4 Nd5 Bc5 d3 Nxd5 cxd5 Ne7 Nxe5 d6 Nf3 Nxd5 Bg2 O-O O-O Nf6 e4 Re8 h3 Bb6 b3 d5 e5 Nd7 d4 Nf8 Bg5 Qd7 Be3 a5 Qc2 Qf5 Qc3 Ng6 Rac1 c6 Rfe1 f6 exf6 Qxf6 Bg5 Qf7 Rxe8+ Qxe8 Re1 Qf7 Bc1 h6 Ba3 Bf5 Bc5 Bc7 Ne5 Nxe5 dxe5 Re8 f4 h5 Bd6 Bb6+ Bc5 Bd8 Qd4 Qg6 Kh2 Kh7 Bb6 Be7 Bc5 Bd8 Re3 Qf7 Bb6 Bc7 Bxc7 Qxc7 Qc5 b6 Qc1 d4 Re1 c5 Bf1 Qd7 Qd2 g6 a4 Kg7 Bb5 Qe7 Bxe8 Qxe8 e6 Bxe6 Qe2 Kf7 Qe5 Qd7 Qh8 Qd5 Qh7+ Kf6 Qh8+ Kf7 Qh7+ Kf6 Qh8+ Kf7,,cutemouse83,,Chado_Brun,,2818.0
True,standard,blitz,outoftime,white,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6 c4 Be7 N1c3 a6 Na3 Be6 Bd3 Bg5 Nd5 Bxc1 Rxc1 Nge7 O-O O-O Nc2 Rc8 Qd2 Ng6 b4 Nce7 Nce3 Nf4 g3 Nfxd5 cxd5 Bh3 Rxc8 Nxc8 Rc1 Ne7 Qc2 Qd7 Bf1 Rc8 Qd2 Bxf1 Kxf1 h5 Rxc8+ Qxc8 h4 g6 Qc2 Qd7 a4 Kf8 Kg2 Ng8 Nc4 Qc7 Qd3 Nf6 f3 Qd7 Qb3 Qc7 b5 axb5 Qxb5 Nd7 Qb4 Nc5 a5 Ke7 Nb6 Na6 Qd2 Nc5 Qg5+ Kf8 Qf6 Kg8 Qg5 Kg7 Qc1 Kf8 Qc3 Kg8 Na4 Na6 Qxc7 Nxc7 Kf2 Kf8 Ke3 Ke7 Kd3 Nb5 Kc4 Nd4 f4 Ne2 fxe5 Nxg3 exd6+ Kxd6 Nc5 Kc7 e5 Nf5 Kb5 Nd4+ Kb4 Nf5 d6+ Kc6 d7 Kc7 Nxb7 Kxd7 a6 Kc7 Nd6 Ne7 Kc5 Nc6 Nxf7 Na7 e6,,chado_brun,,cutemouse83,GM,2943.0
True,standard,blitz,resign,white,d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 Bg5 dxc4 g3 Nbd7 Bg2 h6 Bxf6 Qxf6 O-O Qd8 Qc2 Be7 Rfd1 O-O Nd2 Nb6 e3 Bd7 Nce4 Qc7 Nc5 e5 Nxd7 Nxd7 Nxc4 exd4 exd4 Nb6 Nxb6 Qxb6 d5 cxd5 Bxd5 Rac8 Qf5 Qf6 Qxf6 Bxf6 Rd2 Rc7 Rad1 g6 b3 Kg7 Bc4 Rfc8 Kg2 a6 a4 Rc5 Rd7 R8c7 R7d6 b5 Bf1 Rc3 Rxa6 bxa4 bxa4 Rc2 Bb5 Ra2 Rc6 Re7 Rd3 h5 h4 Ra7 Rf3 Bd4 Rc4 Be5 Re4 Bf6 Rff4 Rc7 Re2 Rxe2 Bxe2 Rc2 Bc4 Ra2 Bxa2,,cutemouse83,,Chado_Brun,,2812.0
True,standard,blitz,draw,,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nd7 g3 Ngf6 Nxf6+ Nxf6 Bg2 e5 Nf3 exd4 O-O Be7 Qxd4 O-O Bf4 c6 Rfe1 Qxd4 Nxd4 Bc5 Nb3 Bb6 Bd6 Re8 Nc5 h6 a4 Bxc5 Bxc5 Bf5 c3 Be4 f3 Bd5 Rxe8+ Nxe8 Re1 b6 Ba3 Be6 f4 Rc8 Be7 Nc7 Bxc6 Nd5 Bxd5 Bxd5 Bb4 a5 Bd6 Bc6 Re7 Rd8 Bc7 Rd2 Bxb6 Rxb2 Bxa5 Rg2+ Kf1 Rxh2 Re2 Rh1+ Kf2 Ra1 Bb4 Rxa4 Rd2 f6 Rd6 Be4 g4 Ra2+ Ke3 Bh1 Rd8+ Kh7 Rd7 Kg8 Rd8+ Kh7 Rd7 Kg8 Rd8+,,zcx001,,cutemouse83,GM,2938.0
True,standard,blitz,draw,,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6 N1c3 a6 Na3 Be6 Nc4 b5 Ne3 Nf6 a3 Be7 Ned5 O-O Nxe7+ Nxe7 Bg5 Rc8 Bxf6 gxf6 Bd3 Kh8 Qf3 Nc6 Nd5 f5 c3 Bxd5 exd5 e4 Qxf5 exd3 dxc6 Qe7+ Kf1 Qe2+ Kg1 Rxc6,,corre_por_tu_vida,,cutemouse83,GM,2942.0
True,standard,blitz,resign,white,d4 Nf6 Nf3 d6 Nc3 g6 e4 Bg7 Be2 O-O O-O e5 dxe5 dxe5 Nxe5 Qe7 Bf4 c6 Re1 Rd8 Qc1 Be6 h3 Nbd7 Nxd7 Nxd7 Bg5 f6 Be3 a5 Rd1 a4 a3 b6 Rd2 b5 Bf4 Ne5 Rxd8+ Rxd8 Qe1 Re8 Rd1 h5 Qd2 Bf8 Qd4 Bf7 Qb6 Qc5 Qxc5 Bxc5 Kf1 g5 Bc1 h4 f4 gxf4 Bxf4 Nc4 Bxc4 Bxc4+ Ke1 Be6 Ke2 Kf7 Be3 Be7 Kf3 Rg8 Ne2 Bc4 Nf4 Rg3+ Kf2 Ke8 c3 Bd8 Rd6 c5 Bxc5 Bc7 Rxf6 Rg5 Be3 Re5 Kf3 Bd8 Rf5 Re7 Nd5 Rg7 Nf6+ Ke7 Ng4 Kd7 Bd4 Re7 Ne5+ Ke6 Nxc4 bxc4 Re5+ Kf7 Rxe7+ Bxe7 Bf2 Kg6 Kg4 Bg5 Bxh4 Bc1 Be7 Bxb2 Bb4,,cutemouse83,,Kostik_Mostik,IM,2735.0
True,standard,blitz,mate,black,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6 a4 a6 N5c3 Be6 Na3 Rc8 Bc4 Nf6 Bg5 Be7 Bxf6 Bxf6 Nd5 O-O c3 Bg5 O-O Kh8 Qe2 Ne7 Rad1 Rc5 Nb4 Qc8 b3 Rd8 Nd3 Rc7 a5 h6 g3 d5 exd5 Nxd5 Bxd5 Rxd5 c4 Rxa5 Nc2 Re7 h4 Bf6 Ne3 Rd7 Nb4 Rd4 Nbd5 Qd8 Qf3 Ra3 Nxf6 Qxf6 Qxb7 Ra2 Rxd4 exd4 Nd5 Qd8 Nf4 Bg4 Qe4 Qd7 Nd5 d3 Qxd3 Be2 Qb1 Rd2 Re1 Bf3 Ne3 Qh3 Qf5 Qh1#,smileys.skull,kostik_mostik,,cutemouse83,GM,2936.0
True,standard,blitz,resign,white,Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O c4 d6 Nc3 e5 d3 Re8 Rb1 a5 h3 e4 dxe4 Nxe4 Nxe4 Rxe4 b3 Re8 Bb2 Bf5 Bxg7 Bxb1 Ba1 Be4 Qd4 f6 Qxf6 Qxf6 Bxf6 Nc6 Bc3 Rf8 Rd1 b6 Ne1 Bxg2 Nxg2 a4 b4 a3 Ne3 Ne7 g4 Kf7 f3 Ke6 Kf2 c5 b5 Rfd8 Nd5 Nxd5 cxd5+ Kf7 Rd3 Ra4 Bd2 Rda8 Bg5 Rd4 Re3 Rxd5 f4 Re8 Rxa3 Rd2 Ra7+ Kg8 Be7 d5 f5 gxf5 gxf5 Rb2 f6 Rxe7 fxe7 Kf7 a4 d4 Kf3 Rb3+ Kf4 Re3 a5 bxa5 b6 Rxe2 b7 Rb2 Ra8 Kxe7 b8=Q Rxb8 Rxb8 Kd6 Ke4,,cutemouse83,,Kostik_Mostik,IM,2744.0
True,standard,blitz,resign,white,c4 e6 Nf3 d5 d4 Nf6 g3 Be7 Bg2 O-O O-O dxc4 Ne5 Nc6 Nxc6 bxc6 Na3 Bxa3 bxa3 Rb8 Qa4 Rb6 Bd2 Ba6 Bb4 Bb5 Qc2 Re8 a4 Ba6 Bc5 Nd5 Bxb6 cxb6 Rab1 Qd6 Rfd1 Qa3 Rdc1 Rd8 e3 h6 Bf1 b5 axb5 cxb5 Qb2 Qa4 Be2 Rc8 a3 Qa5 Bf1 Qa4 e4 Nb6 Qc3 Rd8 Rb4 Qa5 Rd1 Na4 Qe3 Qc7 Bxc4 bxc4 Rxa4 Qb6 Rb4 Qa5 f3 Rc8 Qc3 Bb5 Rc1 Ba6 Rb8,,krai458,,cutemouse83,GM,2940.0
True,standard,blitz,resign,white,Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O c4 d6 Nc3 e5 d3 Nc6 Rb1 a5 b3 Nh5 e4 f5 exf5 Bxf5 h3 Nf6 Be3 Nb4 Ne1 d5 Bc5 Rf7 Bxb4 axb4 Nxd5 c6 Nxb4 e4 g4 Be6 dxe4 Nd7 Ned3 g5 Qe2 Qc7 Nd5 Qd6 Ne3 Rd8 Rbd1 Qc7 Nf5 Bf8 Qe3 h6 Kh1 Re8 Qd2 Ne5 Nxe5 Qxe5 f4 gxf4 Qxf4 Qf6 e5 Qg6 Be4 Qg5 Qxg5+ hxg5 Nd6 Bxd6 exd6 Rxf1+ Rxf1 Bxg4 Bg6,,cutemouse83,,Krai458,,2898.0
True,standard,blitz,resign,white,Nf3 d5 g3 g6 c4 c6 Qa4 dxc4 Qxc4 Bg7 Bg2 e5 O-O Be6 Qc2 h6 Na3 Ne7 Nc4 Qc7 d3 O-O Bd2 Re8 Ba5 b6 Bc3 Nd7 b4 Nd5 e4 Nxc3 Qxc3 Rad8 Rac1 c5 a3 Rc8 Qb2 Qb8 Rfd1 Red8 h4 Rc7 Kh2 Nf6 Bh3 Ng4+ Kg2 cxb4 axb4 Rcd7 Ne1 h5 f3 Bxc4 fxg4 Bxd3 Nxd3 hxg4 Bxg4 Rd4 Nf2 Qd6 Rxd4 exd4 Nd3 Qe7 Bf3 Bh6 Rc6 Be3 b5 Kg7 Qc2 Rd7 e5 Qa3 e6 Re7 exf7 Rxf7 Ne5 d3 Rxg6+ Kh7 Qc8 Qf8 Qg4 Rf5 Be4 Rf2+ Kh3 Rh2+ Kxh2 Qf2+ Kh3 Qf1+ Bg2 Qf7 Qh5+,,bellingol77,,cutemouse83,GM,2944.0
True,standard,blitz,resign,white,e4 c5 Nf3 Nc6 Bb5 d6 O-O Bd7 c3 a6 Ba4 Nf6 Re1 b5 Bc2 e5 h3 Be7 d4 O-O d5 Na5 b3 Qc7 Nbd2 Nb7 Nf1 c4 Bd2 cxb3 axb3 a5 Qe2 Nc5 b4 Na4 Bxa4 bxa4 b5 Rfc8 Rxa4 Be8 c4 Nd7 Rea1 Qb7 Rxa5 Rxa5 Rxa5 Bd8 Ra6 Bb6 Bb4 Nc5 Bxc5 Bxc5 N1d2 h6 Nb3 Bb6 Na5 Bxa5 Rxa5 Qc7 Ra4 Bd7 Qa2 Qc5 Ra8 Kh7 Rxc8 Bxc8 Qb3 f5 exf5 e4 Nd2 Qd4 Qe3 Qa1+ Kh2 Qe5+ f4 Qb2 Nxe4,,satlan,,cutemouse83,GM,2953.0
True,standard,blitz,resign,black,e4 c5 Nf3 Nc6 Bb5 d6 c3 Nf6 e5 dxe5 Nxe5 Qd5 d4 cxd4 Qxd4,,sergolvz,,cutemouse83,GM,2951.0
True,standard,blitz,resign,white,e4 Nc6 Nf3 d6 h3 Nf6 Nc3 e5 Bc4 Be7 a3 Nxe4 Nxe4 d5 Bb5 dxe4 Nxe5 Qd5 Nxc6 bxc6 Be2 Qg5 g3 O-O d3 Qg6 Be3 Rd8 Qd2 exd3 Bxd3 Bf5 O-O h5 Bxf5 Qxf5 Qc3 Rd6 Kh2 h4 g4 Qf3 Bc5 Qf4+ Kg2 Bf6 Qe3 Qxe3 Bxe3 Re6 Rab1 a5 a4 Rd8 b3 Rd5 Rfd1 Red6 Rxd5 cxd5 Bd2 Rc6 Bxa5 Rxc2 Be1 c5 b4 Ra2 bxc5 Rxa4 Rc1 Rc4 Rxc4 dxc4 c6 Be5 Kf3 Kf8 Ke4 Bc7 Kd5 Ke7 Bb4+ Kf6 Kxc4 Ke6 f3 g6 Bc5 Ke5 Bf2 g5 Be3 f6 Kc5 Ke6 Bd4 Bd6+ Kb6 Kd5 Bxf6,,cutemouse83,,medela2019,GM,2753.0
True,standard,blitz,resign,white,e4 c6 Nf3 d5 e5 Bf5 Nh4 Bd7 Be2 c5 O-O Nc6 Nf3 Bg4 c4 e6 cxd5 Qxd5 Nc3 Qd7 d4 Bxf3 Bxf3 cxd4 Bxc6 bxc6 Ne4 Qd5 Qf3 Qxe5 Nf6+ Nxf6 Qxc6+ Ke7 Qxa8 Qd5 Qxa7+ Nd7 Bd2 Kf6 a4 Bc5 Qc7 Bd6 Qa5 Qxa5 Bxa5 Ra8 Bd2 Nc5 Bb4 Ke5 Ra3 Kd5 a5 e5 Rd1 e4 Bxc5 Bxc5 Ra4 d3 b4 Bd4 b5 Bc3 a6 Bd4 Rb1 Bb6 Kf1 f5 Rc1 f4 Rc6 Bd4 Rc7 Rd8 a7 e3 a8=Q+ Rxa8 Rxa8 e2+ Ke1 Be5 Rd8+ Ke6 Re8+,,cutemouse83,,SnoopyDoggy,,2695.0
True,standard,blitz,outoftime,black,d4 Nf6 Nf3 e6 c4 d5 Nc3 Nbd7 Bf4 dxc4 e3 a6 a4 Bd6 Bxd6 cxd6 Bxc4 O-O O-O b6 Qe2 Bb7 Bd3 e5 dxe5 dxe5 Bc2 Qe7 Rfd1 Rfd8 Rd2 Nc5 Rad1 Rxd2 Qxd2 Bxf3 gxf3 a5 Qd6 Qxd6 Rxd6 Rb8 Rc6 Kf8 Rc7 Rb7 Rxb7 Nxb7 Bd3 Nc5 Bc4 Ne8 Bb5 Nd6 Nd5 Nxb5 axb5 Nd3 Nxb6 Nxb2 Nd5 Nd3 Kf1 a4 Ke2 a3 Nc3 Nc5 Kd2 Ke7 Kc2 Kd7 Nd5 Kd6 e4 Nd3 b6 Nc5 Nb4 Ne6 Kb3 Nd4+ Kxa3 Nxf3 Ka4 Ng5 Kb5 Nxe4 Na6 Nc3+ Kc4 Kc6 Kxc3 Kxb6 Nb4 Kc5 Nd3+ Kd5 Kd2 Ke4 Ke2 f6 f3+ Kf5 Ke3 g5 Nf2 h5 h3 Ke6 Ke4 f5+ Ke3 Kf6 Nh1 g4 fxg4 hxg4 h4 f4+ Ke4 Kg6 Nf2 Kh5 Nxg4 Kxg4 Kxe5 f3 Ke4 f2 h5 f1=Q h6 Qh1+ Ke5 Qxh6 Kd5 Qg5+ Kd4 Qf5 Ke3 Qe5+ Kd3 Kf4 Kd2 Qe4 Kd1 Qe3 Kc2 Kf3 Kd1 Qe4,,snoopydoggy,,cutemouse83,GM,2944.0
True,standard,blitz,resign,white,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 a3 d6 Nc3 Nf6 g4 h6 f3 b5 Be3 Bb7 Qd2 Nbd7 O-O-O d5 exd5 Nxd5 Nxd5 Bxd5 Rg1 Bc5 Nf5 Bxe3 Qxe3 O-O g5 h5 g6 fxg6 Rxd5 exd5 Ne7+ Kh7 Bd3 Rf6 Bxg6+ Rxg6 Rxg6 Nf6 Rg5 Qd7 Qd3+ Kh8 Ng6+ Kg8 Nf4 Rd8 Nxh5 Nxh5 Rxh5 Qe6 Qh7+ Kf7 Rf5+ Ke8 Qh8+ Kd7 Qxg7+ Kc8 Qe5 Qxe5 Rxe5 Kd7 Rxd5+,,cutemouse83,,Girke1976,,2692.0
True,standard,blitz,mate,black,Nf3 d5 d4 Nf6 Bf4 c5 e3 e6 Nbd2 Qb6 Qc1 Bd6 Bxd6 Qxd6 c3 O-O Bd3 Nbd7 O-O e5 dxe5 Nxe5 Nxe5 Qxe5 Re1 Bf5 Qc2 Bxd3 Qxd3 Rad8 Rad1 Qc7 h3 Rfe8 Qf5 Qb6 Qc2 g6 e4 Qe6 exd5 Qxe1+ Rxe1 Rxe1+ Kh2 Rxd5 Nf3 Re7 a4 b6 a5 Kg7 a6 h6 b4 Rc7 Qe2 Rd6 Qe5 Rcd7 bxc5 Rd5 cxb6 Rxe5 Nxe5 Rd6 b7 Rb6 c4 Kf8 c5 Rb1 c6 Ne8 Nd7+ Ke7 b8=Q Rxb8 Nxb8 Kd6 Nd7 f6 Nf8 g5 Kg3 Kxc6 Kg4 Kb6 Kh5 Kxa6 Kxh6 Kb5 Ne6 a5 Kg6 a4 Nd4+ Kc4 Nc2 Kc3 Na3 Nc7 Kxf6 Kb3 Nb1 Kb2 Nd2 Kc3 Nb1+ Kc2 Na3+ Kb3 Nb1 Nd5+ Ke5 Nc3 Kf5 Nxb1 Kxg5 a3 h4 a2 h5 a1=Q f4 Qh8 f5 Nc3 Kg4 Ne4 Kh4 Nf6 g4 Qh6 Kg3 Qg5 Kf2 Qxg4 Ke1 Qxf5 Kd2 Qxh5 Ke1 Qe5+ Kd2 Ne4+ Kd1 Qd4+ Kc1 Kc4 Kb1 Qd3+ Ka1 Qe2 Kb1 Kb3 Ka1 Qe1#,,nickvet,,cutemouse83,GM,2939.0
True,standard,blitz,resign,white,e4 b6 Nf3 Bb7 Nc3 e6 a3 a6 d4 d6 Bd3 Nf6 O-O Be7 Qe2 Nbd7 e5 dxe5 Nxe5 Nxe5 dxe5 Nd5 Ne4 b5 Qg4 g6 Bh6 Qd7 Rfd1 Qc6 Rac1 Nb6 Bg5 h6 Bf6 Bxf6 Nxf6+ Ke7 Qb4+,,cutemouse83,,Girke1976,,2690.0
