rated,variant,speed,status,winner,moves,players.white.user.flair,players.white.user.id,players.white.provisional,players.black.user.name,players.black.user.title,players.black.rating
True,standard,bullet,resign,white,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c5 dxc5 dxc5 Qc1 Qc7 O-O Ne4 c4 Bxb2 Qxb2 Qa5 a3 Nc6 Nbd2 Bf5 Nxe4 Bxe4 Nd2 Bf5 Rfd1 Rad8 Nf3 Be4 Ng5 Bf5 h3 h6 Nf3 Be4 Ne1 Rd6 Bf3 Bxf3 Rxd6 exd6 Nxf3 Re8 Rd1 Qc7 Nd2 Qe7 Qc2 Ne5 Ne4 Nxc4 Ng3 Ne5 Ne2 Nc6 Nf4 Qf6 Nd5 Qg7 Qd2 Qe5 Nc7 Re7 Nd5 Re8 Nf4 g5 Ne2 Qg7 Ng3 Ne5 Nf5 Qg6 Nxd6 Rd8 Qd5 Kh7 Qxe5 c4 bxc4 b6 Qd4 Rd7 c5 bxc5 Qxc5 Rd8 Qd4 Rd7 e4 Re7 e5 Qe6 Qe4+ Kg7 Nf5+ Qxf5 Qxf5,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3464.0
True,standard,bullet,resign,black,d4 Nf6 e3 g6 Nf3 Bg7 Be2 O-O O-O d5 c4 dxc4 Bxc4 b6 Nc3 Bb7 Ne5 Nbd7 Qb3 e6 Rd1 Qe7 f4 c5 Bd2 Rac8 Be1 Rfd8 Bh4 h6 Rd2 cxd4 exd4 g5 fxg5 Nh7 Nxd7 Rxd7 gxh6 Qxh4 hxg7 Rxd4 Bxe6 Rxd2 Bxf7+ Kxg7,,arkadiy_khromaev,,mraquariyaz67,GM,3517.0
True,standard,bullet,mate,white,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c6 c4 Bf5 Nc3 Nbd7 O-O Rc8 Rc1 h5 h3 d5 Re1 e6 Ba3 Re8 Nd2 Ne4 Ndxe4 dxe4 g4 hxg4 hxg4 Qg5 Kg2 Nf6 Rg1 Bxg4 Bxg4 Nxg4 Nxe4 Nxe3+ Kf3 Nxd1 Rxg5 Bh6 Rxd1 Bxg5 Nxg5 Rcd8 Ne4 Kg7 Nd6 Rh8 Nxb7 Rh3+ Kg2 Rdh8 Bd6 f6 Nc5 Kf7 Bg3 R3h5 Ne4 e5 Nd6+ Ke6 dxe5 fxe5 Ne4 Kf5 f3 R5h7 Rd6 Rf8 Bh2 g5 Ng3+ Kf4 Nf1+ Kf5 Ne3#,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3474.0
True,standard,bullet,resign,white,d4 Nf6 c3 g6 e3 Bg7 Nf3 O-O h4 d5 h5 c5 hxg6 hxg6 Bd3 Nc6 Ne5 Bf5 Bxf5 gxf5 Qf3 e6 Qh3 Re8 Nd2 Nxe5 dxe5 Ne4 f4 Nxd2 Bxd2 d4 cxd4 Rc8 dxc5 Qd3 Rd1 Red8 c6 f6 cxb7 Rc2 Qh7+ Kf7 Qh5+ Kg8 exf6 Bxf6 Qg6+ Bg7 Qxe6+ Kf8 Bb4+,,arkadiy_khromaev,,mraquariyaz67,GM,3519.0
True,standard,bullet,resign,black,e4 g6 Nc3 Bg7 Nf3 c5 Bc4 Nc6 h4 h5 d3 Nf6 Ng5 O-O f4 e6 e5 Ng4 Nce4 d5 exd6 f5 Nxe6 Bxe6 Bxe6+ Kh8 Ng5 Qxd6 O-O Rae8 Nf7+ Rxf7 Bxf7 Qd4+ Kh1 Qf6 g3 Qxf7 Bd2 Nd4 c3 Qd5+ Kg1 Ne2+ Qxe2 Rxe2,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3461.0
True,standard,bullet,draw,,d4 Nf6 e3 g6 Nf3 Bg7 Be2 O-O O-O b6 c4 Bb7 Nfd2 d5 Bf3 c5 Nc3 cxd4 exd4 Nc6 cxd5 Nxd4 Nb3 Nxf3+ Qxf3 Nxd5 Ne4 Nf6 Nxf6+ Bxf6 Qxb7 Qd3 Be3 Bxb2 Rad1 Qc4 Qd5 Qa4 Bd4 Rad8 Qe5 Bxd4 Rxd4 Qxa2 Rxd8 Rxd8 Qxe7 Rf8 Nd4 Qd5 Nf3 a5 Qa7 Qc6 Rb1 Ra8 Qxb6 Qxb6 Rxb6 a4 Rb1 Kf8 Ra1 Ke7 Nd4 Kd6 Nb5+ Kc5 Nc3 Kb4 Nxa4 Rxa4 Rb1+ Kc5 Rf1 Ra7 g3 Kd6 Kg2 Ke7 h4 Kf8 Rh1 h6 Kf3 Kg7 Kg4 Ra8 f4 Rh8 h5 Kf6 hxg6 fxg6 Rc1 Kg7 Rc7+ Kf6 Rc6+ Kg7 f5 gxf5+ Kxf5 Rf8+ Kg4 Kh7 Rc7+ Kg6 Rc1 Rf6 Kh3 Kh7 Rc7+ Kg6 Rc1 Rf7 Kh4 Kh7 g4 Rg7 Rc6 Rg6 Rc7+ Rg7 Rc4 Rg6 Ra4 Rg7 Ra6 Rg6 Ra5 Rg7 Kh5 Rg6 Ra7+ Rg7 Ra6 Rg5+ Kh4 Rg6 Ra7+ Rg7 Ra4 h5 Rf4 hxg4 Rxg4 Rf7 Kg3 Rg7 Rxg7+ Kxg7,,arkadiy_khromaev,,mraquariyaz67,GM,3526.0
True,standard,bullet,outoftime,black,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c5 dxc5 dxc5 Qc1 Qc7 O-O Ne4 c4 Bxb2 Qxb2 Qa5 a3 Nc6 Rd1 Bf5 h3 Rad8 Nbd2 Nc3 Re1 Nxe2+ Rxe2 Rd3 Ree1 Rfd8 Nf1 Qb6 N3d2 Na5 b4 cxb4 axb4 Nc6 c5 Qb5 Nf3 Qxb4 Qxb4 Nxb4 Rxa7 Be4 Ne5 Rc3 Ng3 Bd5 Rd1 f6 Ng4 Rc8 e4 Bc6 e5 Kf7 exf6 exf6 Rd6 Nd5 Ne4 Rc1+ Kh2 f5 Ne5+ Ke7 Ng5 Rxc5 Re6+ Kd8 Ngf7+ Kc7 Nxc6 Rxc6 Re5 Kb6 Ra2 Nc7 Rb2+ Ka7 Re7 Rb8 Ne5 Rb6 Ra2+ Na6 Rc2 Re6 Nd7 Rxe7 Ne5 Rc7 Nc6+ Rxc6 Re2 Rb6 Re3 Rc8 Rg3 Rcc6 h4 Rc5 Rf3 f4 h5 g5 Kg1 g4 Rxf4 Rxh5 g3 Rb1+ Kg2 Rhh1 Rxg4 Rbg1+ Kf3 Rf1 Rg7 Rxf2+ Kxf2 Rh2+ Kf3 Rh6 Rg4 Rc6 Kg2 Rc3 Rh4 Rc6 Kh3 Rb6 Rxh7 Rb2 Rh4 Rb3 Kg2 Rb4 Rh5 Rb5 Rh3 Nb4 Rh4 Rb6 Kh3 Na6 Ra4 Rb5,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3453.0
True,standard,bullet,outoftime,white,d4 Nf6 c3 d5 e3 g6 Nf3 Bg7 Be2 O-O Ne5 c5 f4 Nc6 O-O Bf5 Nd2 e6 Qb3 Rb8 Bf3 h5 Qd1 Qe7 Qe2 Rfc8 Kh1 b5 h3 a5 g4 hxg4 hxg4 Be4 Nxe4 Nxe4 Bxe4 dxe4 Qh2 b4 Bd2 bxc3 Bxc3 cxd4 exd4 Nxe5 fxe5 a4 a3 Qb7 Rae1 Rc4 Qg2 Qd5 Rxe4 Rb3 Ref4 Qd7 Qa8+ Rc8 Rxf7 Qe8 Qf3 Bf8 Rf6 Qd7 Qe4 Qh7+ Kg2 Bg7 Rxg6 Rcxc3 bxc3 Rb2+ Rf2 Rxf2+ Kxf2 Qh2+ Kf1 Qh3+ Ke2 Qxc3 Qd3 Qb2+ Kf3 Qb7+ d5 Qf7+ Kg2 exd5 Rg5 Qe8 Rf5 d4 e6 Qc6+ Qf3 Qxe6 Qf2 Qe4+ Qf3 Qe6 Rf8+ Bxf8 Qa8 Qf7 Qf3 Bg7 Kf2,,arkadiy_khromaev,,mraquariyaz67,GM,3540.0
True,standard,bullet,resign,white,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c5 dxc5 dxc5 Qc1 Qc7 O-O Nc6 c4 Bf5 Nbd2 Rad8 Bc3 Nb4 a3 Nc6 Qb2 Nh5 Bxg7 Nxg7 b4 cxb4 axb4 Qb6 b5 Nb8 Nb3 Nd7 Qd4 Qc7 Rxa7 Ne6 Qc3 Ndc5 Nxc5 Nxc5 Nd4 Be4 Qa5 Qe5 Qb6 Qg5 f3 Bd3 f4 Qh6 Qxc5 Bxe2 Nxe2 Rd2 Ng3 Qh4 Qxe7 Qg4 Qe4 Rfd8 Qf3 Qe6 Rxb7 R2d3 f5 Qxc4 fxg6,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3450.0
True,standard,bullet,resign,black,d4 Nf6 c3 g6 e3 Bg7 Nf3 O-O h4 h5 Bd3 d5 Bc2 c5 Nbd2 Nc6 Ne5 Bg4 Nxg4 Nxg4 Qf3 e5 dxe5 Ncxe5 Qe2 d4 cxd4 cxd4 Bb3 dxe3 fxe3 Nd3+ Kf1 Rc8 Nf3 Nxc1,,arkadiy_khromaev,,mraquariyaz67,GM,3532.0
True,standard,bullet,outoftime,white,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 g4 Nxg4 Be2 Nf6 h4 h5 Nc3 c5 Qd2 cxd4 exd4 Nc6 O-O-O Bf5 a3 Rc8 Kb1 Na5 Bd3 Bg4 Be2 Qd7 Ka2 Bf5 Bd3 Bg4 Be2 Qc6 Ng5 Bxe2 Qxe2 Qd7 Rhe1 Nc6 d5 Ne5 f4 Neg4 Qxe7 Qxe7 Rxe7 Nh7 Nxh7 Kxh7 Ne4 Rxc2 Rd2 Rxd2 Nxd2 Bxb2 Kxb2 Kg7 Ne4 Nh6 Nxd6 Rd8 Nc4 Rxd5 Ne5 Kf6 Rxb7 Ke6 Rxa7 Nf5 Ra6+ Ke7 Ra7+ Kf6 Rxf7+ Ke6 Ra7 Rd2+ Kc3 Rh2 Ra6+ Kd5 Nxg6 Ke4 Re6+ Kf3 Ne5+ Kxf4 Nd3+ Kf3 Rf6 Ke4 Ne5 Kxe5 Rf8 Rh3+ Kc4 Nd6+ Kc5 Ke6 Kb6 Ne4 Rf4 Nf6 Rb4 Nd5+ Kb5 Nxb4 Kxb4 Rxh4+ Kc5 Rg4 b4 h4 a4 Rg5+ Kc6 h3 a5 Rg4 a6 Rg6 Kb6 Rf6 a7 Kf5+ Ka5 Rg6 b5 Kg5 a8=Q Rh6 Qc6 Kh5 Qc5+ Kg6 Qc4 Kg7 Kb4 Rb6 Qc7+,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3459.0
True,standard,bullet,outoftime,black,d4 Nf6 c3 g6 Nf3 Bg7 h4 h5 e4 Nxe4 Bc4 d5 Bb3 c5 c4 cxd4 cxd5 O-O O-O Nc5 Re1 Nxb3 Qxb3 e6 Bg5 Qxd5 Qa3 Nc6 Nbd2 e5 Ne4 f6 Bd2 Bf5 Nd6 Be6 Nxb7 Rfb8 Nc5 Bf8 Rac1 a5 Qd3 Bf5 Ne4 Qe6 Qe2 Rxb2 Ng3 Rab8 Nh2 Bg4 Nxg4 hxg4 Qd3 f5 Bg5 e4 Nxe4 fxe4 Rxe4 Qf7 Rf4 Ne5 Qe4 Qe6 Re1 d3 Qxe5 Qxe5 Rxe5 d2 Rd5 Rb1+ Kh2 d1=Q Rxd1 Rxd1 Rxg4 Rd5 Kg3 Bd6+ Kh3 Re8 g3 Rd3 Kg2 Bxg3 Be3 Be5 Rxg6+ Kf7 Rg5 Rg8 Kf3 Rxg5 hxg5 Ke6 Ke4 Rd5 f4 Bd6 f5+ Rxf5 Kd4 Bc5+ Kd3 Bxe3 Kc4 Rxg5 Kb3 Bd4 Ka4 Bb6 a3 Rg4+ Kb3 Rg5 Ka4 Kd6 Kb3 Rd5 Ka4 Kc6 Kb3 Rb5+,,arkadiy_khromaev,,mraquariyaz67,GM,3522.0
True,standard,bullet,outoftime,white,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c5 dxc5 dxc5 Qc1 Qc7 O-O Nc6 c4 Bf5 Nbd2 Rad8 Bc3 Qb6 a3 a5 Qb2 Nh5 Rad1 Bxc3 Qxc3 Nf6 h3 Qc7 Rfe1 Ne4 Nxe4 Bxe4 Nd2 Bf5 Bf3 Ne5 Bd5 e6 Bf3 Rd3 Qc1 Rfd8 Be2 R3d7 Nf1 Bd3 Qc3 Bxe2 Rxd7 Rxd7 Rxe2 Rd1 Re1 Rd3 Qc2 Qd7 b4 axb4 axb4 cxb4 Rb1 Nc6 Qb2 Qd6 Qa1 Qf8 c5 Qxc5 Ng3 Qf8 Ne4 f5 Nf6+ Kf7 Nxh7 Qd8 h4 b3 Ng5+ Kg8 Nxe6 Qe7 Qa8+ Nd8 Ng5 b2 Qa4 b5 Qxb5 Rd2 Qc4+ Nf7 Qc3 Rd1+ Rxd1 Nxg5 Qb3+ Qe6 hxg5 Qxb3 Rd8+ Kf7 Rd7+ Ke6 Kh2,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3469.0
True,standard,bullet,resign,black,d4 Nf6 c3 g6 e3 Bg7 Nf3 O-O h4 d6 h5 e5 hxg6 hxg6 dxe5 dxe5 Qxd8 Rxd8 Nxe5 Nc6 Nxc6 bxc6 Bc4 Rb8 Ke2 Ne4 Bb3 Bg4+ f3 Ng3+ Kf2 Nxh1+ Kg1 Be6,,arkadiy_khromaev,,mraquariyaz67,GM,3512.0
True,standard,bullet,outoftime,white,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c5 dxc5 dxc5 Qc1 Qc7 O-O Nc6 c4 Bf5 Nc3 Rad8 a3 Na5 Nb5 Qb6 b4 cxb4 axb4 Nb3 Qc3 Nxa1 Bxa1 a6 Nbd4 Ne4 Qa3 Rfe8 c5 Qc7 Nxf5 gxf5 Bxg7 Kxg7 Nd4 e6 Qa1 Kg8 Bf3 Qe5 Bxe4 fxe4 Qc1 Qf6 c6 bxc6 Qxc6 Qg6 Qxa6 e5 Nc6 Rd6 b5 Kg7 h3 Kh8 Qa2 Rg8 f3 exf3 Rxf3 Rd1+ Kh2 e4 Ne7 Qg5 Qb2+ Rg7 Qxg7+ Qxg7 Rf4 Qe5 Nf5 Rf1 Ng3 Rxf4 b6 Rf2 b7 Qb8 h4 h5 Kh3 Rf6 Nf5 Qxb7 g4 Qc7 Kg2 Qc8 Nd4 Rg6 g5 Kg7 Nf5+ Qxf5 Kg3 Qg4+ Kh2 Qf3 Kg1 Re6 Kh2,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3479.0
True,standard,bullet,resign,black,d4 Nf6 c3 g6 e3 Bg7 Nf3 O-O h4 d5 h5 c5 hxg6 hxg6 Be2 Bg4 Ne5 Bxe2 Qxe2 Nc6 Nd2 e6 Qf3 Nxe5 dxe5 Nd7 Qh3 Re8 f4 d4 cxd4 cxd4 exd4 Qb6 Nf3 Rac8 Be3 Qb5 Kf2 Rc2+ Kg3 Qe2 Rae1 Qd3 d5 Qxd5 Rd1 Qe4 Rxd7 Qxe3 Qh7+ Kf8 Qh8+ Bxh8 Rxh8+ Kg7 Rxe8 Qf2+,,arkadiy_khromaev,,mraquariyaz67,GM,3501.0
True,standard,bullet,resign,black,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 g4 Nxg4 Be2 Nf6 h4 h5 Nc3 c5 dxc5 dxc5 Qxd8 Rxd8 Rd1 Rxd1+ Nxd1 Nc6 c4 Bf5 Ne5 Nb4 a3 Na6 Bf3 Rb8 Nc3 Nc7 Ke2 Be6 Rd1 Nce8 Ne4 Nxe4 Bxe4 Nd6 Nd3 Nxe4 Bxg7 Kxg7 f3 Nc3+,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3478.0
True,standard,bullet,mate,black,d4 Nf6 c3 g6 e3 Bg7 Nf3 O-O h4 d5 h5 c5 hxg6 hxg6 Be2 Nc6 Ne5 Bf5 f4 Bxb1 Rxb1 Ne4 O-O e6 Bd3 Qb6 Qf3 cxd4 exd4 Bxe5 Bxe4 Bxd4+ cxd4 Qxd4+ Be3 Qxe4 Qf2 d4 Bd2 Rad8 Rfe1 Qd5 Rbc1 Rfe8 Qh4 Qh5 Qg3 e5 fxe5 Rxe5 Bf4 Rxe1+ Rxe1 d3 Bd2 Nd4 Qc7 Qd5 Kf2 Ne2 Rh1 Qd4+ Ke1 Qd6 Qc4 Nd4 Bc3 Qe5+ Kf2 Qf4+ Kg1 Ne2#,,arkadiy_khromaev,,mraquariyaz67,GM,3502.0
True,standard,bullet,outoftime,black,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c5 dxc5 dxc5 Qc1 Qc7 O-O Nc6 c4 Bf5 Nc3 Rad8 a3 Na5 Nb5 Qb6 Bd1 a6 b4 cxb4 Bd4 Qc6 axb4 Nxc4 Na7 Qd5 Bb3 b5 Rxa6 Be4 Nc6 Rde8 Nce5 Rc8 Ra5 Nxa5 Bxd5 Rxc1 Bxf7+ Rxf7 Rxc1 Nb3 Rc3 Nxd4 Nxd4 Rf8 Ne6 Ra8 f3 Bd5 Nc7 Ra1+ Kf2 Bc4 Nxc4 bxc4 Rxc4 Ra2+ Kg3 Nh5+ Kh3 Be5 Ne6 Bd6 f4 Kf7 Ng5+ Kg7 Ne4 h6 g4 Nf6 Nxd6 exd6 Rc7+ Kg8 g5 Nd5 Rc8+ Kh7 gxh6 Kxh6 Kg4 Nxe3+ Kf3 Nf5 h4 Ra3+ Ke4 Re3+ Kd5 Rd3+ Ke6 Rb3 Kd7 Kg7 Rh8 Kxh8 b5 Nxh4 Kc6 Rxb5 Kxb5 d5 Kc5 Ng2 Kd4 Nxf4 Ke5 Ne6 Kf6 g5 Ke5 Ng7 Kd4 g4 Ke5 g3 Kf4 g2 Kg3 g1=Q+,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3477.0
True,standard,bullet,draw,,d4 Nf6 c3 g6 e3 Bg7 Nf3 O-O h4 d5 h5 c5 hxg6 hxg6 dxc5 Nc6 c4 Be6 Qa4 dxc4 Nc3 Qa5 Qxa5 Nxa5 Nd4 Bd5 Nxd5 Nxd5 Bd2 c3 Bxc3 Nxc3 bxc3 Rac8 Rb1 Rxc5 Kd2 Rfc8 Bd3 Rxc3 Nb5 R3c5 Nxa7 Rd8 Ke2 Rc3 Rhd1 Ra3 Rd2 Bc3 Rc2 Bf6 Be4 Nc6 Nxc6 bxc6 Bxc6 e6 Be4 Kg7 Rb7 Be5 f4 Bd6 Bd3 Ra5 Bc4 Kf8 Bb3 Bc5 Rd2 Rxd2+ Kxd2 Ra7 Rxa7 Bxa7 Kd3 Ke7 Ke4 Kd6 Kf3 Ke7 e4 Kf6 e5+ Ke7 Ke4 Bb8 g4 g5 f5 Bc7 fxe6 fxe6 Bc4 Bb8 Bb3 Bc7 a4 Ba5 Bc4 Bb4 Bb5 Bc3 Bc4 Ba5 Bb3 Bc7 Kd4 Bb8 Kc4 Bxe5 Kd3 Bc7 Ke4 Kd6 Bc4 e5 Bb3 Ke7 Bc2 Kf6 Bd3 Ba5 Bc4 Bd2 Kd5 Bf4 Bd3 Ke7 Be4 Kd7 a5 Kc7 a6 Kb6 Bd3 Ka7 Ke4 Kb6 Bc4 Ka7 Kd5 Kb6 Kd6 Ka7 Kc6 e4 Be2 e3 Kd5 Bg3 Ke4 Bf4 Kf3 Kb6 Ke4 Ka7 Kd5 Kb6 Kc4 Ka7 Kb5 Bg3 Kc6 Bf4 Bd3 Bg3 Be2 Bf4,,arkadiy_khromaev,,mraquariyaz67,GM,3509.0
True,standard,bullet,resign,white,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c5 dxc5 dxc5 Qc1 Qc7 Be5 Ne4 Bxc7 Nc6,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3482.0
True,standard,bullet,mate,black,c3 Nf6 d4 g6 e3 Bg7 Nf3 O-O h4 d5 h5 Nc6 hxg6 hxg6 Ne5 Nxe5 dxe5 Ne4 f4 Ng3 Rh2 Nxf1 Kxf1 f6 exf6 Bxf6 Nd2 e5 Nf3 Bf5 fxe5 Bxe5 Rh6 Bg7 Rh1 Qd6 Kg1 Rae8 Qe1 c5 Qh4 Qf6 Ng5 Rf7 Nxf7 Qxf7 Bd2 d4 cxd4 cxd4 exd4 Re4 Qd8+ Re8 Qh4 Re4 Qh7+ Kf8 Bb4+ Ke8 Qh2 Bxd4+ Kf1 Qc4#,,arkadiy_khromaev,,mraquariyaz67,GM,3498.0
True,standard,bullet,draw,,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c5 dxc5 dxc5 Qc1 Qc7 O-O Ne4 c4 Bxb2 Qxb2 Nf6 Nc3 Nc6 Rad1 Be6 Nd5 Bxd5 cxd5 Nb4 Bc4 Rad8 Ng5 Nbxd5 e4 Nf4 Rxd8 Qxd8 e5 N6d5 e6 Nxe6 Nxe6 fxe6 Re1 Qd6 Qd2 Rf6 g3 Kg7 h4 Nb4 Qe2 Nc6 Qe3 Nd4 Kg2 Qc6+ Qe4 Nf3 Re3 Nd4 f4 Qd6 a4 b6 Qb7 Nf5 Rd3 Nd4 Qxa7 e5 Re3 Qc6+ Kf2 Qd6 Qb7 Nc2 Re2 Qd4+ Kg2 Qd6 Rxc2 exf4 Rf2 fxg3 Rxf6 Qxf6 Qf3 Qxh4 Qxg3 Qe4+ Qf3 Qe5 Kf2 Qf6 Ke2 Qxf3+ Kxf3 Kf6 Ke4 g5 Kd5 g4 Kc6 g3 Bd5 h5 Bg2 h4 Kxb6 c4 Bh3 c3 a5 c2 a6 c1=Q a7 Qb2 Kb7 Qxb3+ Ka6 Qa3+ Kb7 Qxa7+ Kxa7 Kg5 Bg2 Kf4 Bh3 Kg5 Bg2 Kf4 Bf1 Kg5 Bg2,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3488.0
True,standard,bullet,outoftime,white,d4 Nf6 c3 g6 e3 Bg7 Nf3 O-O h4 d5 h5 c5 hxg6 hxg6 Bd3 Nc6 Ne5 cxd4 exd4 Qb6 Qe2 Bf5 Bxf5 gxf5 Nd3 e6 Nd2 Rac8 Nf3 Qb5 Bh6 Ne4 Qe3 f6 Bxg7 Kxg7 Qh6+ Kf7 Qh7+ Ke8 Nf4 Qxb2 O-O Nd8 Qg6+ Kd7 Qg7+ Rf7 Qg6 Qa3 c4 Qf8 cxd5 Rg7 dxe6+ Nxe6 Qxf5 Ng5 Nxg5 fxg5 Qxe6+ Kd8 Nd5 Rc6 Qe5 Rd7 Qb8+ Rc8 Qxb7 Rc6 Ne3 Rxb7 d5 Rcb6 Rac1 Qf4 d6 Rxd6 Nd5 Rxd5 Rce1 Qd6 g3 Rd7 Re2 Rd2 Rfe1 Rxe2 Rc1 Qd2 Rf1 Rxf2 Rxf2 Qe3 Kg2 Rd2 Rxd2+ Qxd2+ Kf3 Qd3+ Kg4 Qe4+ Kh5 Qf3+ g4 Qf4 a4 Qxg4+ Kxg4 a5 Kf5 Kc7 Ke4 Kc6 Kd4,,arkadiy_khromaev,,mraquariyaz67,GM,3504.0
True,standard,bullet,mate,black,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 d6 Be2 c5 dxc5 dxc5 Qc1 Qc7 O-O Nc6 c4 Bf5 Nc3 Rad8 Rd1 Qa5 a3 Qb6 Na4 Qxb3 Nxc5 Qb6 Na4 Qc7 Nd4 Na5 Nxf5 gxf5 h3 Nb3 Qc2 Nxa1 Bxa1 Rxd1+ Qxd1 Rd8 Qb1 Ne4 Bxg7 Kxg7 Bf3 Nd2 Qxf5 Nxf3+ gxf3 Qc6 Qe5+ Qf6 Qe4 Qg6+ Kf1 Rd1+ Ke2 Qxe4 fxe4 Ra1 Nc5 b6 Nd7 Ra2+ Kd3 Rxa3+ Kd4 f6 f4 Kf7 Nb8 Ke6 Nc6 Kd6 Nd8 e5+ fxe5+ fxe5#,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3475.0
True,standard,bullet,mate,black,d4 Nf6 c3 g6 e3 Bg7 Nf3 O-O h4 d6 h5 e5 hxg6 hxg6 dxe5 dxe5 Qxd8 Rxd8 Nxe5 Ne4 Nf3 Be6 Be2 Nc6 Nbd2 Nc5 Nd4 Ne5 O-O Bd5 f4 Ned3 e4 Nxc1 Raxc1 Nxe4 Nxe4 Bxe4 Nf3 Re8 Bc4 c6 Ng5 Bd5 Bxd5 cxd5 Rfe1 d4 cxd4 Bxd4+ Kf1 Bxb2 Rb1 Rxe1+ Kxe1 Bc3+ Ke2 b6 Ne4 Bg7 Kf3 Rc8 g4 f5 gxf5 gxf5 Nd6 Rc3+ Ke2 Rc5 Kf3 Bf8 Rg1+ Kh7 Rh1+ Kg6 Rg1+ Kf6 Rd1 Rc3+ Kf2 Rc2+ Kf3 Rxa2 Nc4 Ra4 Ne5 Ra3+ Kf2 Bc5+ Kg2 Re3 Nd3 Re4 Kf3 Rd4 Kg2 Ke6 Kf3 Kd5 Ke2 Ke4 Kd2 Rxd3+ Kc2 Rxd1 Kxd1 Kxf4 Kc2 Ke4 Kc3 f4 Kc4 f3 Kb5 f2 Kc6 f1=Q Kb7 Qc4 Kc6 b5 Kb7 b4 Kc6 b3 Kc7 b2 Kc6 Qb4 Kc7 b1=Q Kc6 Qb7+ Kxc5 Q1b4#,,arkadiy_khromaev,,mraquariyaz67,GM,3505.0
True,standard,bullet,outoftime,black,b3 g6 Bb2 Nf6 Nf3 Bg7 e3 O-O d4 c6 c4 d5 cxd5 cxd5 Nc3 Bf5 Be2 Nc6 O-O Rc8 Rc1 Nb4 h3 Nc6 Ne5 Ne4 Nxe4 Bxe4 Nxc6 Rxc6 Rxc6 bxc6 Qd2 Qb6 Rc1 Rc8 Qc3 e6 Ba3 Bf8 Bxf8 Kxf8 a4 Rb8 a5 Qxb3 Qxb3 Rxb3 f3 Bd3 Bxd3 Rxd3 Kf2 Ra3 Rc5 Ke7 Rxc6 Rxa5 Rc7+ Kf6 f4 Kg7 Kf3 h5 g4 hxg4+ hxg4 Ra4 f5 gxf5 gxf5 exf5 Kf4 Kg6 Rd7 Ra5 Rd6+ f6 Rd8 Ra1 Rg8+ Kf7 Ra8 Rf1+ Kg3 Re1 Rxa7+ Kg6 Kf2 Rd1 Rd7 f4 Rxd5 fxe3+ Kxe3 Ra1 Rb5 Kf7 Rb7+ Ke6 Ke4 Re1+ Kd3 Kd5 Rb5+ Kc6 Ra5 Kd6 Kd2 Re4 Kd3 Rf4 Ra6+ Kd5 Ke3 Re4+ Kf3 Rxd4 Ra5+ Ke6 Ra6+ Rd6 Ra4 Rd5 Ra6+ Kf5 Ke3 Re5+ Kf3 Kg6 Ra4 Rf5+ Kg3 Re5 Rg4+ Kf7 Kf4 Re6 Rh4 Re7 Kf3 Re8 Rh7+ Ke6 Rh5 Re7 Rh4 Kf7 Re4 Re6 Rf4 Re5 Rg4 Ke6 Kf4 Rf5+ Kg3 Re5 Re4 Rxe4 Kf3 Re5 Kf4 Rd5 Kf3 Rd6 Kf4 Rc6 Kf3 Rc7,smileys.disguised-face,mraquariyaz67,,Arkadiy_Khromaev,,3474.0
