rated,variant,speed,status,winner,moves,players.white.rating,players.white.ratingDiff,players.black.user.patron,players.black.user.patronColor,players.black.user.id,clock.totalTime
True,standard,bullet,resign,white,d4 Nf6 c4 Ne4 f3 Nf6 e4 d6 Nc3 g6 Be3 Bg7 Bd3 O-O Nge2 c5 d5 a6 Qd2 b5 cxb5 axb5 Bxb5 Ba6 O-O Qa5 a4 Nbd7 Kh1 Ne5 b3 Rfc8 Bxa6 Qxa6 Nb5 c4 b4 Nfd7 Ned4 Nd3 Nc6 Kf8 Bd4 Bxd4 Nbxd4 N7e5 Qh6+ Kg8 Nxe7+ Kh8 Ndf5 Rg8 Nxg8 Rxg8 Nd4 c3 Qg5 Qc4 Qf6+ Rg7 Nc6 c2 Nxe5 dxe5 d6 Qe6 Qxe6 fxe6 a5 Ra7 a6 c1=Q Rfxc1 Nxc1 Rxc1 Rxa6 d7 Rd6 Rc8+ Kg7 d8=Q,3314.0,3.0,,,ilqar_7474,60.0
True,standard,bullet,resign,black,e3 e5 d4 exd4 exd4 g6 Nf3 Bg7 Bd3 Nf6 O-O O-O Bg5 d6 c4 h6 Bh4 Nc6 Nc3 Bg4 d5 Ne5 Be2 Bxf3 gxf3 Re8 Bg3 Ned7 Re1 a5 Qc2 Nc5 Rad1 Qd7 Bf1 Nh5 Ne4 b6 Nxc5 bxc5 Be2 Bd4 f4 Qh3 Bf1 Qg4 Be2 Qh3 Bf1 Qd7 Be2 Nxg3 hxg3 Qh3 Qd3 Re3 fxe3 Qxg3+ Kf1 Bxe3,3137.0,-3.0,,,oldschool1974,60.0
True,standard,bullet,mate,white,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 Bb4 Qb3 Nc6 e3 h6 Bf4 g5 Be5 Qe7 Nf3 O-O Bxf6 Qxf6 a3 Bxc3+ Qxc3 Bg4 Nd2 Rfe8 h3 Bh5 g4 Bg6 Bb5 Nxd4 Bxe8 Rxe8 Rc1 c6 Rg1 Nf3+ Nxf3 Qxf3 Rg3 Qh1+ Ke2 Qe4 Kd2 Rd8 Qd4 Qe7 b4 b6 Rxc6 Qd7 Rc3 Qa4 h4 a5 hxg5 axb4 Qxb4 Qa7 Qd4 Qa5 gxh6 Qb5 Qg7#,3307.0,4.0,,,ilqar_7474,60.0
True,standard,bullet,resign,black,e4 g6 d4 Bg7 Nf3 d6 Bd3 Nc6 O-O Nxd4 Nxd4 Bxd4 Bb5+ c6 Qxd4 e5 Bxc6+ bxc6 Qc3 Bb7 Rd1 Nf6 b3 Nxe4 Qe3 c5 Nd2 Nxd2 Qxd2 O-O Qxd6 Qh4 Rd3 Rad8 Qxe5 Rxd3 cxd3 Qg4 f3 Bxf3 g3 Qh3 Kf2 Qg2+ Ke1 Bc6 Bb2 Re8,3143.0,-3.0,,,oldschool1974,60.0
True,standard,bullet,resign,white,d4 Nf6 c4 e6 Qc2 d5 cxd5 exd5 Nc3 c5 Nf3 Nc6 e3 cxd4 exd4 Bb4 Bd3 O-O O-O Bg4 Ne5 Nxd4 Qa4 Bc5 Bg5 Be6 Rad1 h6 Bh4 Rc8 Bb1 Nc6 Nxc6 bxc6 Qc2 g6 Qc1 Kg7 Rfe1 Be7 Na4 Qd6 Bg3 Qd7 Nc5 Bxc5 Qxc5 Kh7 Be5 Ng4 Bc3 h5 h3 Nh6 Qd4 Nf5 Bxf5,3301.0,3.0,,,ilqar_7474,60.0
True,standard,bullet,draw,,e4 e6 d4 d5 Nc3 Be7 Nf3 Nf6 Bd3 dxe4 Nxe4 Nbd7 O-O Nxe4 Bxe4 Nf6 Bd3 O-O Bg5 c5 dxc5 Qc7 b4 a5 a3 Nd5 Bxe7 Qxe7 Qe2 axb4 axb4 Rxa1 Rxa1 Nxb4 Bxh7+ Kxh7 Qe4+ Kg8 Qxb4 Qc7 h4 Bd7 Ng5 Bc6 Rd1 Qe5 Qd4 Qf5 Qd3 Qxd3 cxd3 Rd8 f3 Rd5 Ne4 f6 d4 e5 Nc3 Rxd4 Rxd4 exd4 Ne2 d3 Nc3 Kf7 Kf2 Ke6 Ke3 Ke5 g4 g5 h5 f5 h6 f4+ Kxd3 Kf6 Ne4+ Kg6 h7 Kxh7 Nxg5+ Kg7 Ne6+ Kf6 Nxf4 Bxf3 Kd4 Bxg4 Nd3 Ke6 Ne5 Bh3 Nc4 Kd7 Nb6+ Kc7 Kc4 Be6+ Kb4 Bf7 Na4 Be8 Nb6 Bc6 Nc4 Kb8 Ka5 Kc7 Na3 Bd7 Nc2 Bc6 Kb4 Bd5 Nd4 Bc6 Nb3 Kd7 Nd2 Kc7 Ka5 Bd7 Nc4 Bc6 Na3 Bd7 Nc2 Bc6 Nd4 Bd7 Kb4 Be8 Nb3 Bc6 Na5 Bd5 Nc4 Bxc4 Kxc4 Kd7 Kb4 Kc6 Kc4 Kd7 Kb5 Kc7 Kb4 Kc8 Kb5 Kb8 Kb6 Kc8 c6 bxc6 Kxc6,3144.0,2.0,,,oldschool1974,60.0
True,standard,bullet,outoftime,white,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 Bg5 h6 Bh4 g5 Bg3 Ne4 Qb3 Nc6 e3 h5 h4 Nxg3 fxg3 g4 Nd2 Bd6 Ne2 dxc4 Nxc4 e5 d5 Ne7 e4 b6 Nc3 a6 Bd3 b5 Nxd6+ cxd6 O-O Ng6 a4 Rb8 axb5 Nxh4 gxh4 Qxh4 Ne2 g3 Nxg3 Qxg3 Rf3 Qg5 Raf1 Rg8 R1f2 Bd7 Rxf7 Qe3 Rf3 Qd4 Qc2 axb5 Qc7 Qb6 Qxb6 Rxb6 Kh2 Rg4 Rf6 Rg7 Rh6 b4 Rxh5 Kd8 Rh6 Kc7 Bc4 Rb8 b3 Rbg8 Rhf6 Rg4 Rf7 Kd8 Rf8+ Rxf8 Rxf8+ Ke7 Rh8 Rxe4 Rh7+ Kd8 Rh6 Rf4 Rh7 e4 Kg3 Rf8 Rh6 Re8 Kf4 e3 Be2 Kc7 Rh7 Rf8+ Kxe3 Re8+ Kd2 Kd8 Rh4 Re5 Rd4 Ke8 Bc4 Ke7 Rd3 Be8 Re3 Bg6 Rxe5+ dxe5 Ke3 Kd6 g4 Bc2 g5 Bxb3 Bxb3 Kc5 Ke4 Kd6 g6 Kc5 g7 Kd6 g8=Q Kc5 Qg7 Kb6 Qg6+ Ka5 Qf6 Kb5 Qxe5 Ka5 Qf4 Kb5 Qf3 Ka5 Qf2 Kb5 Qf1+ Ka5 Qe1 Kb5 Qd1 Ka5 Qd2 Kb5 Qc2 Ka5 Qa2+ Kb5 Qa4+ Kc5 Qa5+ Kd6 Qxb4+ Kd7 Qc4,3300.0,3.0,,,ilqar_7474,60.0
True,standard,bullet,resign,black,e4 e6 d4 d5 Nc3 c5 Nf3 cxd4 Nxd4 e5 Bb5+ Bd7 Bxd7+ Qxd7 Nf3 d4 Nxe5 Qd6 Nc4 Qc5 Qd3 dxc3 Be3 Qc7 O-O Nc6 Qxc3 Nf6 Rad1 Be7 e5 Nd7 Bf4 O-O Bg3 Qc8 Rfe1 Nc5 Qe3 Ne6 c3 Rd8 h4 h6 Nd6 Bxd6 exd6 Qd7 c4 Re8 Qc3 a5 c5 a4 b4 axb3 axb3 Na7 b4 Qb5 Ra1 Nc6 d7 Red8 Rxa8 Rxa8 Rd1 Rd8 Qe5 Nxe5,3151.0,-4.0,,,oldschool1974,60.0
True,standard,bullet,mate,white,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 g6 Nf3 Nf6 Bc4 Bg7 O-O O-O Re1 a6 h3 e6 a4 b6 Bg5 Bb7 Ne5 Nbd7 Qe2 h6 Bh4 g5 Bg3 Nxe5 dxe5 Nd5 Rad1 Nxc3 bxc3 Qe7 Bd3 Rad8 a5 b5 Qe3 c5 Be4 Bxe4 Qxe4 Rxd1 Rxd1 Rd8 Rd6 Qc7 Qd3 Ra8 Rd7 Qxa5 Rxf7 Kxf7 Qf3+ Kg6 Qe4+ Kf7 Qf3+ Kg6 Qxa8 Qb6 Qe8+ Kh7 Qa8 a5 Qe4+ Kh8 f4 b4 f5 b3 cxb3 c4+ Bf2 Qxb3 f6 Qd1+ Kh2 Bf8 Qa8 Kg8 Bc5 Kh7 Qxf8 Qe1 Qg7#,3146.0,5.0,,,armjoker,60.0
True,standard,bullet,mate,white,Nc3 d5 Nb1 d4 d3 e5 Nf3 Nf6 g3 Nc6 Bg2 Bd6 O-O O-O c3 Be6 Bg5 h6 Bxf6 Qxf6 Nbd2 Qd8 a3 Be7 cxd4 exd4 b4 Qd7 Qc2 a6 Rfc1 Rad8 Ne4 Bd5 Nc5 Bxc5 Qxc5 Rfe8 Rc2 Qg4 b5 axb5 Qxb5 Qd7 Rb1 Rb8 a4 Red8 Rc5 Ra8 Ne5 Nxe5 Rxd5 Qxb5 Rdxb5 Ng6 Rxb7 Rxa4 Rxc7 Ra2 Kf1 Ne5 Rcb7 Re8 Rb8 Kf8 Rxe8+ Kxe8 h3 Ke7 f4 Nd7 Kf2 Nc5 Kf3 Kd6 Rb4 Ne6 f5 Ng5+ Kf2 f6 Rxd4+ Ke5 Rd5#,3087.0,8.0,,,ilqar_7474,60.0
True,standard,bullet,outoftime,white,e4 Nc6 Nf3 Nb8 d4 Nc6 Bc4 Nb8 O-O e6 d5 Qe7 Nc3 e5 d6 Qxd6 Qe2 c6 Rd1 Qc7 b4 h6 b5 Nf6 Bb2 Be7 Na4 d6 Bb3 O-O c4 Nbd7 Rac1 c5 Nc3 Nb6 a4 a5 Ne1 Be6 f3 Nfd7 Nc2 Bg5 Ne3 Bxe3+ Qxe3 Rfd8 Qd3 Nf8 Ne2 Ng6 Qe3 f6 g3 Bf7 h4 Nf8 g4 Ne6 Rd2 Nd4 Ng3 Rac8 Nf5 Qd7 Rg2 Be6 g5 Bxf5 gxf6 g6 exf5 Qxf5 Qxh6 Nxf3+ Kf1 Nxh4+ Rf2 Qh3+ Ke2 Qg4+ Kd2 Rd7 Rcf1 Rf7 Kc2 Nxc4 Bc3 d5 Rh1 Qe4+ Kc1 Qxh1+ Bd1 Qe4 Rh2 Qe3+ Qxe3 Nxe3 Bd2 Nef5 Rxh4 Nxh4 Bg4 Nf3 Bxc8 Nxd2 Be6 Kf8 Bxd5 Rxf6 Kxd2 Rf3 Bxf3 Ke7 Be4 b6 Kc3 Kf6 Kc4 g5 Kd5 g4 Kc6 g3 Kxb6,3148.0,5.0,,,armjoker,60.0
True,standard,bullet,mate,white,e4 c5 Nf3 d6 g3 Nf6 Nc3 d5 e5 Nfd7 e6 fxe6 d4 Nc6 Bg2 e5 dxe5 e6 O-O Be7 Bh3 Nb6 a4 O-O Bf4 h6 a5 Nc4 a6 bxa6 b3 Nb6 Qd2 Qe8 Bg2 a5 h4 Bd7 Rad1 Qh5 Ne2 Rad8 Qe3 d4 Qc1 Nd5 c4 dxc3 Rxd5 exd5 Nxc3 Be6 Na4 Nb4 Qe3 d4 Qd2 Bxb3 Nb2 Bd5 Ne1 Bxg2 Nxg2 Qf7 Na4 Qb3 Nb2 a4 Rc1 a3 Nc4 a2 Ne1 Rxf4 gxf4 Rf8 Na5 Qh3 Ng2 Qe6 Nc4 a5 Nxa5 Qa6 Nb3 c4 Na1 c3 Qxd4 Nc6 Qe4 Nxe5 fxe5 Qe6 Qc4 Bxh4 Qxe6+ Kh7 Nxh4 Rf4 Qg6+ Kg8 e6 Rf6 e7 Rxg6+ Nxg6 Kf7 Rxc3 Ke8 Rb3 Kf7 Rb2 Kxg6 Rxa2 Kg5 Rd2 g6 Re2 h5 e8=Q h4 Qe5+ Kg4 Qe4+ Kh3 Qf3#,3302.0,3.0,,,ilqar_7474,60.0
True,standard,bullet,draw,,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 Re1 Nc5 Bxc6 dxc6 Nxe5 Ne6 d4 Be7 Be3 O-O c4 Bb4 Nc3 f6 Nf3 Bxc3 bxc3 Kh8 Qb3 b6 Rad1 Re8 d5 cxd5 cxd5 Nf8 d6 Bb7 dxc7 Qxc7 Qxb6 Qf7 Nd4 Bd5 Nf5 Rad8 Nd6 Rxd6 Qxd6 Be4 Bd4 Qg6 Qg3 Qf7 Re3 Bc6 Rxe8 Qxe8 h3 h6 c4 Ne6 Qe3 Qf7 Re1 Ng5 f4 Ne4 Qd3 Qe6 c5 a5 a4 Qd5 Re2 Nxc5 Qe3 Ne4 Kh2 Qc4 Rb2 Qxa4 f5 Qc4 Rb6 Qd5 Bb2 Bd7 Qf3 Qxf5 Qxf5 Bxf5 Ra6 Bg6 Ra8+ Kh7 Ra7 Ng5 Bxf6 Nf7 Bb2 h5 Rxa5 Nh6 h4 Nf7 Rg5 Kg8 Rxg6 Nd8 Rxg7+ Kf8 Rd7 Ne6 Ba3+ Kg8 Rd6 Nf4 Rd5 Nxd5 g4 hxg4 Kg3 Nf6 h5 Kf7 Bb2 Nxh5+ Kxg4 Ng7 Bxg7,3149.0,2.0,,,oldschool1974,60.0
True,standard,bullet,mate,black,c4 Nf6 g3 e5 Bg2 d5 cxd5 c6 dxc6 Nxc6 d3 Bc5 Nf3 O-O O-O Bf5 Nc3 Rc8 Bg5 h6 Bxf6 Qxf6 Nd2 Rfd8 Nde4 Qe7 Nxc5 Qxc5 Rc1 Qb4 Qd2 Nd4 Rfd1 Bg4 h3 Bxe2 Re1 Bh5 Rxe5 Bg6 Rce1 Nc6 R5e3 Qd4 h4 Nb4 Be4 Bxe4 Rxe4 Qxd3 Qf4 Nd5 Nxd5 Qxd5 Re7 Qxa2 Rxb7 Re8 Ree7 Rxe7 Rxe7 Qd5 Rxa7 Re8 Kh2 Re1 f3 Re2+ Kh3 Re1 g4 Rh1+ Kg2 Rb1 Qb8+ Kh7 Qf4 Rd1 Qf5+ Qxf5 gxf5 Rd2+ Kg3 f6 b4 Rb2 Rb7 Rb1 b5 Rg1+ Kf4 Rb1 b6 Rb4+ Ke3 Rxh4 Kf2 Rb4 Ke3 Rb2 f4 h5 Ke4 h4 Kf3 h3 Kg3 h2 Rxg7+ Kxg7 b7 h1=Q b8=Q Qg2+ Kh4 Rxb8 Kh5 Rh8#,3312.0,-8.0,,,ilqar_7474,60.0
True,standard,bullet,resign,black,e4 e5 Nf3 d6 d4 exd4 c3 dxc3 Nxc3 Be7 Bc4 Nf6 O-O O-O Bg5 Bg4 Rc1 Nbd7 h3 Bxf3 Qxf3 Ne5 Qe2 Nxc4 Qxc4 c6 Rfd1 h6 Bh4 Qa5 Bg3 Rad8 b4 Qh5 b5 d5 exd5 cxd5 Qd4 b6 Be5 Bc5 Qf4 Ne4 Nxe4 dxe4 Qxe4 Rxd1+ Rxd1 Qxd1+,3143.0,-3.0,,,oldschool1974,60.0
True,standard,bullet,mate,white,d4 Nf6 c4 e6 Nf3 d5 g3 Be7 Bg2 O-O O-O dxc4 Qc2 a6 a4 Nc6 Rd1 Nb4 Qxc4 b5 Qc3 Nfd5 Qd2 Bb7 Nc3 Nf6 axb5 axb5 Rxa8 Qxa8 Nxb5 Ne4 Qf4 Qa5 Qxc7 Qxb5 Qxe7 Nd5 Qh4 Qxe2 Rf1 Nef6 Re1 Qc2 Ne5 Ba8 h3 Ne7 Bxa8 Rxa8 Qf4 Nf5 g4 Nd5 Qf3 Nxd4 Qxf7+ Kh8 Bg5 Ne2+ Kh2 Nd4 Rc1 Qe4 f4 Qe2+ Kg3 Qf3+ Kh4 Qf2+ Kh5 Ne3 Bh6 g6+ Nxg6+ hxg6+ Kxg6 Rg8+ Bg7+ Rxg7+ Qxg7#,3306.0,3.0,,,ilqar_7474,60.0
True,standard,bullet,mate,black,e4 d6 d4 Nf6 Bd3 g6 Nd2 Bg7 Ngf3 O-O O-O e5 dxe5 dxe5 Nxe5 Qe7 Nef3 Nc6 c3 Rd8 Qc2 Be6 Nb3 Nh5 Nbd4 Nxd4 cxd4 Bxd4 Nxd4 Rxd4 Be3 Rd7 Bc4 Bxc4 Qxc4 c6 Rad1 Rad8 Rxd7 Rxd7 g3 Nf6 Re1 Qxe4 Qxe4 Nxe4 Bxa7 Nd2 Kg2 Nc4 b3 Na3 Bc5 Nb5 a4 Nc7 b4 f5 Rb1 Kf7 Be3 Nd5 Bd2 Nb6 a5 Rxd2 axb6 Rd5 Kf3 Rb5 Rd1 Rxb6 Rd7+ Ke6 Rxh7 Rxb4 h4 b5 Rg7 Kf6 Rh7 Rc4 h5 gxh5 Rxh5 b4 Rh8 c5 Rb8 Ke5 Re8+ Kd4 Kf4 b3 Kxf5 b2 Rd8+ Kc3 Rb8 Rb4 Rc8 b1=Q+ Ke5 Qd3 Rxc5+ Kb3 Rd5 Qe4+ Kd6 Rb6+ Kc5 Qb4#,3150.0,-3.0,,,oldschool1974,60.0
True,standard,bullet,mate,white,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 c3 Nc6 d4 cxd4 cxd4 Nf6 Nc3 d5 e5 Ne4 O-O Nxc3 bxc3 e6 h4 Be7 h5 h6 Nh2 Rc8 Qg4 Kf8 f4 Nd8 f5 exf5 Rxf5 Qe6 Bd2 Ke8 Raf1 g6 hxg6 fxg6 R5f3 Qxg4 Nxg4 Rc6 Bxh6 g5 Bg7 Rh4 Ne3 Ne6 Nxd5 Nxg7 Rf7 Ba3 Rxg7 Rch6 Rf6 Rh1+ Kf2 R6h2 e6 Rh8 e7 Rc1 Nc7+ Kd7 e8=Q#,3299.0,3.0,,,ilqar_7474,60.0
True,standard,bullet,outoftime,white,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 d4 exd4 e5 Nd5 Nxd4 Nb6 Nf5 O-O Qg4 g6 Bxc6 dxc6 Nxe7+ Qxe7 Qg3 Bf5 Bg5 Qb4 Nd2 Qxb2 Nf3 Rae8 Bf6 Nd7 Bg5 Nxe5 Bh6 Nxf3+ Qxf3 Qxc2 Bxf8 Rxf8 Rfe1 Rd8 h3 h5 Rad1 Rxd1 Rxd1 Be6 Rd8+ Kg7 Qf4 Qb2 Qxc7 Bxa2 Qb8 Be6 Rg8+ Kh7 Re8 a5 Qc7 Qb3 Re7 a4 Qxb7 Qd1+ Kh2 Qd6+ Kg1 a3 Rxf7+ Bxf7 Qxf7+ Kh6 g3 Qd1+ Kh2 Qd6 Qa7 Qf6 Qe3+ Kg7 Qa7+ Qf7 Qd4+ Kh7 Qe3 a2 Qa3 Qc4 Kh1 Qf7 Kg2 Qd5+ Kh2 Qf7 Qa7 Qg7 Qxa2 g5 Qe2 g4 Qe3 Qg6 Qf4 Qg5 Qf7+,3145.0,9.0,,,oldschool1974,60.0
True,standard,bullet,resign,white,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bf4 Bb4 e3 O-O Bd3 c5 dxc5 Nc6 Nf3 d4 exd4 Re8+ Be2 Nd5 Bd2 Bg4 O-O Rxe2 Nxe2 Bxf3 gxf3 Qf6 Bxb4 Ncxb4 Ng3 h5 Nxh5 Qh6 Ng3 Nf4 Kh1 Re8 Qd2 Nbd3 Rg1 Re2 Qxe2 Nxe2 Nxe2 Nxf2+ Kg2 Qe3 Ng3 Nd3 Raf1 Qxd4 Kh1 Nf2+ Kg2 Nd3 b3 Nf4+ Kh1 Qxc5 Ne4 Qh5 Nf6+ Kf8 Nxh5 Nxh5 f4,3303.0,4.0,,,ilqar_7474,60.0
True,standard,bullet,resign,white,e4 e5 Nf3 Nc6 Bb5 Nge7 d4 exd4 O-O Ng6 c3 dxc3 Nxc3 Be7 Nd5 O-O Be3 d6 Rc1 Bd7 Nd4 Nxd4 Bxd7 Qxd7 Rxc7 Qb5 Qxd4 Bd8 Rc2 Ne7 Nc3 Qa6 Rd1 Nc6 Qd2 Rc8 Nd5 h6 b4 Qa4 h3 Re8 f3 Bh4 Rdc1 Rcd8 Bxh6 gxh6 Qxh6 Be7 f4 Nd4 Rc3 Ne2+ Kh2 Qd7 Re3 Qe6 Qh5 Nxc1 Rg3+ Qg6 Rxg6+ fxg6 Qxg6+ Kf8 f5 Rd7 Qh6+ Kg8 Qe6+ Kf8 Qxd7 Bg5 f6 Bh6 Qh7,3140.0,9.0,,,oldschool1974,60.0
True,standard,bullet,outoftime,,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 Bb4 e3 h6 Bh4 g5 Bg3 Ne4 Qb3 Nc6 Bd3 h5 Bxe4 dxe4 h4 gxh4 Bxh4 Be7 Bxe7 Qxe7 Nge2 Nb4 Nf4 c6 a3 Nd3+ Nxd3 exd3 Kd2 Bf5 Qb4 Qc7 d5 O-O-O dxc6 bxc6 Rac1 Rhg8 g3 Rg4 Qc5 Be6 Nb5 Qb6 Nxa7+ Kb7 Qxb6+ Kxb6 Nxc6 Rd6 Nd4 Bd7 Rxh5 Rf6 Kxd3 Rxf2 Rd5 Ba4 Rd6+ Kb7 b3 Be8 Rd8 Rg8 Rcc8 Ra2 Rxe8 Rxg3 Re7+ Kxc8 Nf5 Rg5 Nd4 Rxa3 Rxf7 Rd5 Rf8+ Rd8 Rf7 Rxb3+ Ke4 Rb7 Rf4 Re7+ Kf3 Red7 Nf5 Rf8 Rc4+ Rc7 Rf4 Rcf7 e4 Kd7 Kg4 Ke6 Kf3 Ke5 Ke3 Rxf5 exf5 Rxf5 Re4+ Kf6 Ra4 Re5+ Kf2 Re6 Ra6 Rxa6 Kf3 Rc6 Ke4 Rc5 Kf4 Re5 Kf3 Rf5+ Ke3 Ke6 Ke4,3314.0,-2.0,,,ilqar_7474,60.0
True,standard,bullet,resign,black,e4 e5 Nf3 Nc6 Bb5 Nge7 O-O Ng6 d4 exd4 c3 a6 Ba4 dxc3 Nxc3 Bc5 Nd5 O-O Bg5 f6 Be3 Bxe3 Nxe3 Kh8 Rc1 d6 Bxc6 bxc6 Rxc6 Bb7 Rc1 Bxe4 Nd4 Qd7 Re1 c5 Nb3 f5 Nxc5 Qf7 Qxd6 Rad8 Qe6 Qa7 Qxa6 Qb8 Ne6 Rd6 Qc4 Rc6 Nc5 Nf4 b4 Bxg2 Nxg2 Rg6 Kh1 Rxg2 Rg1 Rxf2 Qd4 Rxh2+ Kxh2 Ne2+ Kg2 Nxd4 Rgf1 Qxb4 Nd3 Qb5 Nf4 Qb7+ Kg3 Re8 Rfe1 Qf3+,3141.0,-3.0,,,oldschool1974,60.0
True,standard,bullet,outoftime,white,c4 Nf6 Nc3 d5 cxd5 Nxd5 d4 g6 e4 Nb4 Nf3 Bg7 a3 N4c6 d5 Ne5 Nxe5 Bxe5 h4 c6 h5 cxd5 exd5 Nd7 Be2 Nf6 hxg6 fxg6 Bd2 Bf5 Qa4+ Kf7 O-O Rc8 Rfe1 Bd6 Bf3 a6 Bg5 h6 Bxf6 exf6 Be4 Qd7 Bxf5 Qxf5 Ne4 Rhd8 Rac1 Rxc1 Rxc1 Qxd5 g3 f5 Nc3 Qe6 Qa5 Rc8 Rd1 Be7 Rd5 Rc6 Rd3 Rd6 Re3 Qd7 Kh2 Bf6 Ne2 Rd2 Qb4 g5 Qb3+ Qd5 Qxd5+ Rxd5 b4 f4 gxf4 gxf4 Nxf4 Be5 Re4 Bxf4+ Rxf4+ Kg6 Kg2 Rf5 Rc4 b5 Rc6+ Rf6 Rc3 h5 Kf1 Kh6 Rh3 Kg5 Re3 Rf4 Re5+ Rf5 Re3 Rf6 Rg3+ Kf5 Rc3 h4 Rc5+ Kg4 Rc3 h3 Kg1 h2+ Kg2 Rxf2+ Kh1 Rf1+ Kxh2 Rf3 Kg1 Rf5 Rc2 Rf4 Rg2+ Kf3 Rc2 Ke3 Rg2 Re4 Rh2 Kd4 Kg2 Re3 Rh3 Re4 Kh1 Rg4 Rh2 Rf4 Rg2 Re4 Kh2 Re1 Rg4+ Re4 Rxe4+ Kxe4 Kg3 Kd3 a4 a5 axb5 axb4 b6 b3 b7,3308.0,3.0,,,ilqar_7474,60.0
True,standard,bullet,resign,white,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nc3 g6 Be3 Bg7 Qd2 Nf6 f3 a6 O-O-O Qc7 g4 Bd7 g5 Nh5 Nd5 Qb8 Be2 O-O f4 e6 Nb6 Nxd4 Bxd4 Bxd4 Nxd7 Qa7 Qxd4 Qxd4 Rxd4 Nxf4 Bf3 Rfd8 Rxd6 Kg7 Rhd1 h6 h4 hxg5 hxg5 Nh3 Nb6 Rxd6 Rxd6 Rh8 e5 Nxg5 Bxb7 Rh2 b4 Re2 Nc4 Nh3 Rd2 Re1+ Kb2 Nf4 a4 g5 b5 axb5 axb5 g4 b6 g3 Bc6,3135.0,9.0,,,oldschool1974,60.0
True,standard,bullet,mate,white,c4 Nf6 e3 e6 Nf3 d5 Nc3 c5 cxd5 exd5 Bb5+ Nc6 O-O Be7 d4 c4 Ne5 Qc7 e4 O-O exd5 Nxe5 dxe5 Qxe5 Bxc4 Bd6 g3 Bg4 Qd3 Qh5 Re1 Rac8 Bb3 a6 Be3 Bf5 Qd4 Ng4 h4 Be5 Qd2 Bf6 Bg5 h6 Bxf6 Nxf6 Bd1 Bg4 Bxg4 Qxg4 Rad1 b5 a3 Rcd8 Qe3 Rd7 Qc5 Rfd8 Rd4 Qf5 Red1 Ng4 Rf4 Qg6 Qd4 Nf6 Qe5 Re8 Qd4 Red8 Qb6 Nxd5 Qxg6 fxg6 Rfd4 Nf6 Rxd7 Rxd7 Rxd7 Nxd7 Nd5 Nc5 Nc7 Kf7 b4 Nd3 Nxa6 Ke6 Nc7+ Kd6 Nxb5+ Kd5 Kg2 Kc4 Nd6+ Kb3 Ne8 Kxa3 b5 Kb4 b6 Nc5 Nxg7 Kb5 Ne6 Kxb6 Nxc5 Kxc5 Kf3 Kd6 Ke4 Ke6 g4 Kf6 Kd5 h5 f3 hxg4 fxg4 Kg7 Ke6 Kh6 Kf6 Kh7 g5 Kh8 Kxg6 Kg8 h5 Kh8 h6 Kg8 Kh5 Kh8 g6 Kg8 Kg5 Kh8 Kf6 Kg8 g7 Kh7 Kf7 Kxh6 g8=Q Kh5 Qg3 Kh6 Qg6#,3313.0,3.0,,,ilqar_7474,60.0
True,standard,bullet,outoftime,black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 a3 e6 g4 h6 h4 Nc6 Bg2 Nxd4 Qxd4 Nxg4 Bh3 Ne5 Bg2 Be7 f4 Nc6 Qxg7 Bf6 Qg3 Bd7 Be3 Qa5 Bd2 Qc5 O-O-O O-O-O Rhe1 Rhg8 Qh3 Kb8 e5 dxe5 Ne4 Qe7 Nxf6 Qxf6 fxe5 Qe7 Bxc6 Bxc6 Bxh6 Rh8 Rxd8+ Qxd8 Bg7 Rxh4 Qd3 Qxd3 cxd3 Kc7 Bf6 Rh3 Kc2 Bb5 d4 Kc6 Rg1 Kd5 Rg7 Ba4+ Kd2 Kxd4 Rxf7 Rh2+ Ke1 Bc6 Rg7 Rxb2 Rg4+ Be4 Be7 Rb3 Bd6 b5 Rg8 a5 Ra8 a4 Rd8 Bd5 Rh8 Ke4 Rh4+ Kf5 Rh5+ Kg4 Rh2 Kg3 Rd2 Kf3 Kd1 Ke3 Rc2 Rb1+ Rc1 Bb3+,3142.0,-4.0,,,oldschool1974,60.0
