rated,variant,speed,status,winner,moves,players.white.user.id,players.white.rating,players.black.user.title,players.black.user.patron,players.black.user.patronColor,clock.increment
True,standard,bullet,resign,black,e4 c6 Ne2 d5 e5 c5 c3 d4 b4 dxc3 bxc5 cxd2+ Nxd2 Nc6 f4 Bg4 Rb1 e6 Ne4 Qxd1+ Kxd1 Bf5 N2g3 O-O-O+ Ke1 Rd4 Nxf5 Rxe4+ Ne3 Bxc5 Ke2 Rxf4 g3 Re4 Bg2 Rxe5 Rd1 Nf6 Kf3 Nd4+ Rxd4 Bxd4 Nc4 Rd5 Ke2 Rhd8 Bf4 e5 Bg5 b5 Na5 Rc5 Nb7 Rc2+ Kf1 Rf2+ Ke1 Rxg2 Rxb5 h6 Bxf6 gxf6 Nxd8 Kxd8,muisback,3217.0,GM,,,0.0
True,standard,bullet,outoftime,black,d4 d5 c4 e5 Nc3 exd4 Qxd4 dxc4 Qxd8+ Kxd8 e4 Be6 Nf3 Nc6 Ng5 Nb4 Kd1 Nf6 Nxe6+ fxe6 Bxc4 Ng4 Ke2 Bc5 f3 Ne5 Bb3 Ke7 Bg5+ Kf7 Rad1 h6 Bh4 Nbc6 f4 Ng6 Bg3 Nd4+ Rxd4 Bxd4 f5 Ne5 Bxe6+ Ke8 Rd1 Nc6 Bxc7 Bb6 Nd5 Nd4+ Kf1 Nxe6 fxe6 Rc8 Bd6 Rc6 e5 Rf8+ Ke1 Rf5 Ne7 Rxe5+ Bxe5 Rxe6 Rd5 Rxe7 Kd2 Kf7 Bg3 Re4 Rd3 Ra4 a3 Rg4 h3 Rg5 Ke2 h5 Kf3 Rb5 b4 Rf5+ Ke4 Rf1 Bf4 Re1+ Kd5 Ra1 b5 Rc1 Bd6 Ra1 g4 Rf1 gxh5 Rf5+ Ke4 Rxh5 Rf3+ Kg6 a4 Kh7 Be5 Rh4+ Kd5 Rh5,fireheart92,3090.0,GM,True,10.0,0.0
True,standard,bullet,resign,black,e4 c6 Ne2 d5 e5 f6 d4 fxe5 dxe5 Bf5 Nf4 e6 g4 Bg6 Nxg6 hxg6 Bd3 Ne7 Bg5 Qb6 Nd2 Qxb2 Nf3 Qb4+ Qd2 Qxg4 Qe2 Nf5 Rb1 b6 Rg1 Qa4 Bd2 Nd7 Rxg6 Nc5 Ng5 Nd4 Qe3 Nxc2+ Bxc2 Qxc2 Rxe6+ Nxe6 Nxe6 Qxb1+ Ke2 Qe4 Nc7+ Kd7 Nxa8 Qxe3+ Bxe3 Bc5,muisback,3221.0,GM,,,0.0
True,standard,bullet,mate,black,e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bb5 Nd4 Bc4 d6 O-O Nf6 d3 Bg4 Be3 Bxf3 Rxf3 Nxf3+ Qxf3 e6 Rf1 Qe7 e5 d5 exf6 Bxf6 Bxd5 exd5 Nxd5 Qd6 f5 O-O-O c4 Be5 h3 Rhe8 b4 Bd4 Bxd4 cxd4 Qg4 Kb8 Qxd4 gxf5 Rxf5 Re1+ Kf2 Rde8 Qf4 R8e2+ Kg3 Qxf4+ Rxf4 Rg1 Rxf7 Rexg2+ Kh4 Rg8 Rxh7 Rd1 Nf6 Rd8 Nd7+ Kc8 Ne5 Re1 Re7 Rg8 Ng4 Rxe7 Nf6 Rg6 Nd5 Rh7#,fireheart92,3086.0,GM,True,10.0,0.0
True,standard,bullet,resign,white,e4 c5 Nf3 Nc6 Nc3 e6 d4 cxd4 Nxd4 Qc7 Be3 a6 Be2 b5 O-O Bb7 Nxc6 Bxc6 Bd3 Nf6 a3 Bd6 f4 e5 f5 h5 Kh1 h4 h3 Rb8 Qf3 a5 Bg5 b4 axb4 axb4 Nd5 Bxd5 exd5 Be7 Ra6 Nh5 Bxe7 Ng3+ Kh2 e4 d6 Qb7 Qe3 exd3 Bxh4+ Kf8 Qxg3 Qxa6 Be7+ Kg8 cxd3 Rc8 f6 Rh7 Rf4 Rc1 Rg4,muisback,3213.0,GM,,,0.0
True,standard,bullet,outoftime,black,d4 d5 c4 e6 Nc3 c5 cxd5 exd5 Nf3 Nc6 dxc5 d4 Na4 b5 cxb6 axb6 e3 Bb4+ Bd2 dxe3 fxe3 Bd7 Bb5 Nge7 O-O Bxd2 Qxd2 O-O Rad1 Be6 Qxd8 Rfxd8 Rxd8+ Rxd8 Nxb6 Rb8 Bxc6 Nxc6 Na4 Bxa2 Nd4 Nxd4 exd4 Rb4 Nc3 Bc4 Rf2 g6 d5 Kf8 Rf4 Ke7 b3 Rxb3 Rxc4 Kd6 h4 f5 g3 h6 Kf2 g5 hxg5 hxg5 Ke3 Ke5 Rc6 f4+ gxf4+ gxf4+ Kf3 Kd4 Kxf4 Rb8 d6 Rf8+ Kg5 Ke5 d7 Rd8 Rc7 Kd6 Nb5+ Ke7 Kf5 Rxd7 Rc5 Rd1 Ke5 Re1+ Kd5 Rd1+ Nd4 Kf6 Rc8 Kf7 Rc6 Rd2 Ra6 Rd1 Rb6 Rd2 Ke5 Rd1 Rb7+ Kg6 Nf3 Rf1 Kf4 Ra1 Rb6+ Kf7 Nd4 Ke7 Ke5 Kd7 Rb7+ Kc8 Rh7 Rd1 Kd5 Kd8 Ke5 Re1+ Kd6 Ke8 Ra7 Rd1 Ke6 Re1+ Kd5 Kf8 Ne6+ Kg8 Ra8+ Kf7 Ra7+ Kf6 Kd6 Rxe6+ Kd5 Re5+ Kd6 Re1 Kd5 Rd1+ Kc6 Re1 Kb5 Re5+ Kc4 Re4+ Kd3 Re6 Kd4 Rd6+,fireheart92,3093.0,GM,True,10.0,0.0
True,standard,bullet,resign,black,e4 Nf6 d3 d5 exd5 Nxd5 Nf3 Nc6 g3 e5 Bg2 Bc5 O-O O-O Re1 Re8 Nbd2 Bg4 h3 Bh5 Ne4 Bb6 c3 Qd7 Qb3 Rad8 Bg5 f6 Bxf6 Bf7 Bxd8 Nf4 Qxf7+ Qxf7 gxf4 Rxd8 fxe5 Rxd3 Neg5 Qf5 e6 Ne7 Rad1 h6 Rxd3 Qxd3 Ne4 Qc2 b4 Qxa2 Nc5 Bxc5 bxc5 Qc4 Rd1 g5 Rd7 Kf8 Nd4 Qxc3 Rd8+ Kg7 Bxb7 Qxc5 Bf3 a5 Kg2 a4 Rd7 Kf6 Rd8 a3 Rf8+ Kg6 Be4+ Kg7 Rf7+ Kh8 Rf8+ Ng8 Rd8 Qe5 Nf5 Qxe4+ Kg3 Qxf5 f3 Qe5+ Kg2 Qxe6 h4 Qe2+ Kg3 gxh4+ Kg4 Qe6+ Kh5 Qf5+ Kxh4 Qg5+ Kh3 Qxd8 f4 Qf6 f5 a2 Kg4 a1=Q Kf3 Qae5 Kg2 Qfxf5,muisback,3217.0,GM,,,0.0
True,standard,bullet,resign,white,e4 c5 d4 cxd4 c3 d3 Bxd3 d6 c4 g6 Ne2 Bg7 Nbc3 Nc6 O-O h5 b3 h4 Bb2 h3 g3 Ne5 f4 Ng4 c5 Ne3 Qd2 Nxf1 Rxf1 dxc5 Nd5 Bxb2 Qxb2 Nf6 Rd1 O-O Bc4 Nxd5 Rxd5 Qc7 Rg5 e6 f5 Qd8 f6 Qd1+ Kf2 Qh1 Qe5 Qxh2+ Ke3 b5 Rh5 Qf2+,fireheart92,3077.0,GM,True,10.0,0.0
True,standard,bullet,outoftime,black,e4 c5 Nf3 Nc6 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 d6 Bc4 Be6 exd6 Qxd6 O-O g6 Re1 Bg7 Qb3 O-O Nbd2 Na5 Qa4 Nxc4 Nxc4 Qc6 Qxc6 bxc6 Nfe5 Rfc8 Bd2 c5 dxc5 Rxc5 Rac1 Rac8 b3 Nb6 Nxb6 axb6 Rxc5 Rxc5 Nc4 b5 Ne3 f5 h3 Kf7 Bb4 Rc7 Rd1 g5 g4 f4 Nf5 Bxf5 gxf5 Bf6 Rd5 Ra7 Rxb5 Rxa2 Kg2 Bd4 Be1 Re2 Rd5 Bb6 Rb5 Rxe1 Rxb6 Re5 Rh6 Rxf5 Rxh7+ Kf6 Rh6+ Ke5 Kf3 Kd4 Kg4 Rb5 f3 Rxb3 Re6 Re3 Ra6 e5 Ra4+ Kd3 Ra3+ Ke2 Ra2+ Kf1 Ra1+ Kf2 Ra2+ Re2 Ra1 e4 fxe4 f3 e5 Re4+ Kf5 Rf4+ Kxg5 Kg2,muisback,3233.0,GM,,,0.0
True,standard,bullet,outoftime,black,e4 c5 Nc3 Nc6 f4 a6 Nf3 d6 g3 Nf6 Bg2 g6 d3 Bg7 O-O O-O h3 c4 d4 b5 a3 a5 e5 Nd7 Nxb5 Qb6 a4 dxe5 fxe5 Bb7 Kh2 Rad8 Qe2 Nb4 Qxc4 Rc8 Qe2 Rxc2 Bd2 Rxb2 Rae1 Nc2 Rb1 Rxb1 Rxb1 Nb4 Bxb4 axb4 Rxb4 Qa5 Rb3 Nb6 e6 f6 Nc3 Ba6 Qe3 Nc4 Qe4 Nd6 Qe3 Bc4 Rb1 h5 Nh4 Kh7 Ne4 Bh6 Qe1 Qxe1 Rxe1 Nxe4 Bxe4 f5 Bg2 Rb8 d5 Rb2 Kh1 Bg5 Nf3 Bf6 d6 Rb8 d7 Rd8 h4 Kh6 Ng5 Bxg5 hxg5+ Kxg5 a5 Kf6 Bb7 Bxe6 a6 Bxd7 a7 e5 a8=Q Rxa8 Bxa8 e4 Kg2 Be6 Kf2 Ke5 Ke3 g5 Ra1 f4+ gxf4+ gxf4+ Kf2 e3+ Ke2 Bg4+ Bf3 Bf5 Ra5+ Kf6 Bxh5 Be6 Bf3 Bc4+ Ke1 Be6 Rc5 Bf5 Rc3 Kg5 Rc5 Kf6 Ke2 Be6 Kd3 Bf5+ Kd4 Be6 Rc6 Kf5,fireheart92,3072.0,GM,True,10.0,0.0
True,standard,bullet,resign,white,e4 c5 Nf3 e6 c3 d5 exd5 Qxd5 d4 Nf6 Na3 Qd8 Nc4 Nc6 Be3 Nd5 Bd3 Nxe3 fxe3 Be7 O-O O-O Nfe5 Nxe5 Nxe5 g6 Qf3 Rb8 Nxf7 Qe8 Qg3,muisback,3226.0,GM,,,0.0
True,standard,bullet,resign,black,e4 c5 Nc3 d6 f4 a6 Nf3 g6 a4 Bg7 Bc4 Nc6 d3 Nf6 O-O Bg4 h3 Bxf3 Qxf3 O-O Be3 Nd4 Bxd4 cxd4 Ne2 e6 Bb3 Rc8 Kh1 Nd7 Qf2 Nc5 f5 Nxb3 cxb3 Be5 Nxd4 Qb6 Nf3 Qxf2 Rxf2 Bg3 Re2 Rc5 fxe6 fxe6 Nd4 Rfc8 Rg1 Kf7 Re3 Be5 Nf3 Bxb2 d4 Rc1 e5 Rxg1+ Kxg1 Ke7 Rd3 Rc2 exd6+ Kxd6 Ng5 Kd5 Nxh7 Bxd4+ Kh1 e5 Ng5 e4 Rd1 Rb2 Ne6 Kxe6 Rxd4 Ke5 Rb4 e3 Rxb7 e2 Re7+ Kf6,fireheart92,3079.0,GM,True,10.0,0.0
True,standard,bullet,outoftime,white,e4 c6 Ne2 d5 e5 c5 c3 Nc6 d4 Bf5 dxc5 e6 b4 Nxe5 Nd4 Bg6 Bb5+ Nd7 O-O Ne7 Nd2 a6 Ba4 Qc7 N2f3 e5 Nb3 O-O-O Re1 Bh5 Na5 e4 Qd4 Bxf3 gxf3 Ne5 Bd1 Nf5 Qd2 Bxc5 Qg5 g6 Bf4 Bd6 fxe4 dxe4 Bxe5 Bxe5 Bg4 Bxh2+ Kh1 Bf4 Bxf5+ gxf5 Qxf5+ Kb8 Rxe4 Bd6 Rae1 Rhg8 Rc4 Qb6 Qxf7 Rg6 Rh4 Bc7 Rxh7 Rdg8 Re8+ Rxe8 Qxe8+ Ka7 Qe3 Rf6 Qxb6+ Kxb6 Nc4+ Kc6 Kg2 b5 Ne3 Be5 Ng4 Rg6 Kf3 Bxc3 a3 Bb2 Rh3 Re6 Ne3 Bxa3 Nf5 Bxb4 Kg4 Kd5 f4 Bc5 Kf3 Rf6 Ng3 Kc4 Rh5 Re6 Ne4 Rxe4 Kxe4 b4 f5 b3 f6 Bd4 Rh1,muisback,3219.0,GM,,,0.0
True,standard,bullet,resign,white,e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bb5 Nh6 O-O O-O Bxc6 dxc6 d3 c4 d4 b5 a3 a5 Be3 Rb8 h3 b4 axb4 axb4 Na4 f6 Nc5 Nf7 Qe1 Nd6 e5 fxe5 Nxe5 Qe8 g4 Nb7 Qh4 Nxc5 dxc5 Be6 Rae1 Bd5 Bd4 c3 bxc3 bxc3 Bxc3 Rb5 Bd4 Rb4 c3 Ra4 f5 gxf5 Rxf5 Rxf5 gxf5 Bf6 Qg4+ Kh8 Ng6+ hxg6 Bxf6+ Kg8 Qxa4,fireheart92,3075.0,GM,True,10.0,0.0
True,standard,bullet,resign,white,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Bd7 Bd3 cxd4 O-O dxc3 Nxc3 a6 Bf4 Nge7 Rc1 Ng6 Bg3 Be7 Re1 Rc8 a3 Qb6 b4 O-O h4 h6 h5 Nh8 Bb1 f5 exf6 Bxf6 Nxd5 exd5 Qxd5+ Nf7 Qxd7 Rcd8 Qf5,muisback,3224.0,GM,,,0.0
True,standard,bullet,resign,black,e4 c5 d4 cxd4 Nf3 d6 Nxd4 Nf6 Nc3 g6 Bc4 Bg7 Be3 O-O f3 Nc6 Qd2 Bd7 Bb3 Nxd4 Bxd4 b5 h4 a5 a4 bxa4 Nxa4 h5 g4 e5 Be3 hxg4 h5 Nxh5 Bh6 g3 Bxg7 Kxg7 O-O-O Bxa4 Bxa4 Qf6 Bb3 a4 Bd5 a3 Kb1 axb2 Bxa8 Rxa8 Qxd6 Qxd6 Rxd6 Ra1+ Kxb2 Rxh1,fireheart92,3082.0,GM,True,10.0,0.0
True,standard,bullet,outoftime,,e4 c5 Nf3 e6 Nc3 Nc6 d4 cxd4 Nxd4 Qc7 Be3 a6 Be2 Nf6 O-O Be7 f4 O-O e5 Ne8 Nxc6 dxc6 Bd3 f5 Kh1 b5 a4 Bb7 Qe2 b4 Nd1 g6 Bc4 Ng7 Nf2 c5 Nd3 Kh8 b3 a5 Qf2 Rg8 Bxc5 Rac8 Bb6 Qb8 Bxa5 g5 Bxb4 Bxb4 Nxb4 gxf4 Ba6 Nh5 Bxb7 Qxb7 Nd3 Rg4 Qf3 Qg7 Rf2 Ng3+ Kg1 Qh6 Nxf4 Ne4 Raf1 Nxf2 Rxf2 Qg7 g3 Qxe5 Re2 Qd6 Rxe6 Rxf4 Rxd6 Rxf3 Rd2 Rfc3 Rf2 Rxc2 Rxf5 Ra2 Rf2 Rcc2 Rxc2 Rxc2 a5 Kg7 b4 Ra2 Kf1 Kf6 Ke1 Ke5 Kd1 Kd4 Kc1 Kc3 Kd1 Kxb4 a6 Ka5 h4 Kb6 g4 Rxa6 g5 Kc5 h5 Rg6 Ke2 Rxg5 h6 Rh5 Kf3 Rxh6 Kf4 Rg6 Kf5 Kd6 Kf4 Ke7 Kf3 Kf6 Kf2 h5 Kf3 h4 Kf2 h3 Kf3 h2 Ke3 h1=Q Kd4 Qh3 Kc5,muisback,3222.0,GM,,,0.0
True,standard,bullet,resign,white,e4 c5 d4 cxd4 Nf3 d6 Nxd4 Nf6 Nc3 g6 Bc4 Bg7 Be3 O-O f3 Nc6 Qd2 Bd7 Bb3 Nxd4 Bxd4 b5 h4 h5 g4 hxg4 h5 e5 h6 Nh5 hxg7 Kxg7 Be3 gxf3 Bh6+ Kg8 Qxd6 Bg4 Qxg6+,fireheart92,3071.0,GM,True,10.0,0.0
True,standard,bullet,resign,white,e4 c6 Ne2 d5 e5 e6 c3 Ne7 d4 c5 Be3 Nbc6 Nd2 Qc7 Ng3 Nf5 Nxf5 exf5 Bb5 Be6 O-O a6 Ba4 b5 Bc2 g6 a4 Be7 axb5 Nb8 dxc5 Bxc5 Bxc5 Qxc5 bxa6 Nxa6 Nb3 Qc7 Bd3 Qb6 Bxa6 Rxa6 Rxa6 Qxa6 Nc5 Qb5 b4 O-O h4 Ra8 h5 Ra3 h6 Rxc3 Qa1 Rxc5 bxc5 Qxc5 Qa8+ Qc8 Qxc8+ Bxc8 Ra1,muisback,3229.0,FM,,,0.0
True,standard,bullet,mate,black,d4 d6 Nf3 g6 h4 Bg7 h5 Bg4 h6 Bf6 Nc3 e6 Bf4 Nc6 Qd2 Bxf3 exf3 Nxd4 O-O-O d5 Bd3 Ne7 Rde1 c6 g4 g5 Bxg5 Nxf3 Bxf6 Nxd2 Bxh8 Nf3 Re3 d4 Rxf3 dxc3 Bxc3 Qd5 Rhh3 Ng6 Bxg6 fxg6 Rd3 Qg5+ Bd2 Qxg4 Rhg3 Qe2 a4 Rd8 Rxd8+ Kxd8 Be3 Qe1#,sheeshbroomg,3006.0,GM,True,10.0,0.0
True,standard,bullet,resign,white,e4 c6 Ne2 d5 e5 e6 d4 Ne7 c3 c5 Be3 Nbc6 Nd2 Nf5 Ng3 Nxe3 fxe3 Be7 Bd3 h5 O-O g6 Qf3 Rf8 Ne2 Qc7 Nf4 h4 c4 cxd4 cxd5 exd5 Nxd5 Qxe5 Nc4 Qb8 exd4 Be6 Nxe7 Nxe7 Rae1 Qd8 Rxe6 fxe6 Qxf8+ Kd7 Ne5+,muisback,3223.0,FM,,,0.0
True,standard,bullet,mate,black,d4 d6 c3 Nf6 Nf3 g6 g3 Bg7 h4 O-O Bg2 c5 h5 cxd4 h6 Bh8 cxd4 Nc6 Nc3 Bg4 Bg5 Rc8 O-O Qb6 Bxf6 Bxf6 Nd5 Qxb2 Rb1 Qxa2 Nxf6+ exf6 Rxb7 Rfe8 Qc1 Bxf3 Qf4 Qe6 Bxf3 g5 Qd2 d5 Ra1 Rcd8 Ra6 Rd6 Bh5 Nd8 Raxa7 Nxb7 Rxb7 Rd7 Rb5 Kh8 Qd3 f5 Qd2 Qxh6 Bf3 Red8 Qb2 g4 Bg2 Qe6 e3 Rd6 Rc5 Kg7 Qb7 h5 Rc7 R8d7 Qc8 Rxc7 Qxc7 Rc6 Qb7 Rc1+ Kh2 h4 Bxd5 hxg3+ Kxg3 Qf6 Qd7 Rg1+ Kh2 Rc1 Kg2 f4 Qxg4+ Qg6 Qxg6+ Kxg6 exf4 Kf5 Bf3 Kxf4 Be2 f6 Bf1 Rd1 d5 Rd2 d6 Rxd6 f3 Rd2+ Kg1 f5 Bh3 Kg3 Bf1 Rd1 f4 Kf3 Kh2 Rxf1 Kh3 Rh1#,sheeshbroomg,3011.0,GM,True,10.0,0.0
True,standard,bullet,resign,white,e4 c6 Ne2 d5 e5 c5 c3 Nc6 d4 Bf5 dxc5 e6 b4 Be7 Nd4 Bg6 Bb5 Qc7 O-O a6 Ba4 Nh6 Re1 Nf5 Bf4 Nxd4 cxd4 O-O a3 a5 b5 Nd8 b6 Qc8 Nd2 Nc6 Nf3 Be4 Be3 f6 exf6 Bxf6 Bc2 Bxf3 Qxf3 Nxd4 Bxd4 Bxd4 Bxh7+ Kh8 Qh5 Rxf2 Kh1 Rf6 Bg6+ Kg8 Rf1 Kf8 Qh8+ Ke7 Qxg7+,muisback,3216.0,FM,,,0.0
True,standard,bullet,resign,black,d3 d6 Nf3 c5 g3 Nc6 Bg2 Nf6 h4 g6 Nc3 Bg7 Bf4 O-O Qd2 h5 Bh6 Bg4 Bxg7 Kxg7 O-O-O b5 Ng5 Rc8 f3 Bd7 g4 b4 Nce4 Qa5 Kb1 Nd4 e3 Nb5 Nxf6 exf6 gxh5 Nc3+ bxc3 bxc3 Qc1 Rb8+ Ka1 Rb2 Qxb2 cxb2+ Kxb2 Rb8+ Kc1 fxg5 hxg5 c4 dxc4 Qxg5,sheeshbroomg,3017.0,GM,True,10.0,0.0
True,standard,bullet,resign,white,e4 c6 Ne2 d6 d4 d5 Nbc3 dxe4 Nxe4 Nf6 N2g3 Nxe4 Nxe4 Nd7 Bc4 Nf6 Ng5 e6 c3 h6 Nf3 Bd6 Qe2 Qc7 g4 b5 Bb3 Bb7 g5 hxg5 Bxg5 O-O-O O-O-O Bf4+ Bxf4 Qxf4+ Qe3 Qxe3+ fxe3 c5 Rhf1 c4 Bc2 Bxf3 Rxf3 Rxh2 Rg1 Nd5 e4 Nc7 Rxf7 g5 Rxg5 Rh1+ Bd1 e5 Rxe5 b4 Rc5 Rd7 Rxd7 Kxd7 cxb4 Ne6 Rxc4 Kd6 Kd2 Rh2+ Ke3 Rxb2 e5+ Kd5 Bb3,muisback,3209.0,FM,,,0.0
True,standard,bullet,resign,black,d4 c5 c3 cxd4 cxd4 Nf6 Nf3 g6 g3 d6 Bg2 Bg7 O-O O-O Nc3 Nc6 Bg5 h6 Bf4 Bg4 Qd2 Bxf3 Bxf3 g5 Be3 Rc8 Rac1 Qa5 a3 Qf5 Bg2 Na5 d5 Nc4 Qd4 Ng4 Qxa7 Ngxe3 fxe3 Qe5 Qxb7 Rb8 Qd7 Nxe3 Rf3 Rxb2 Qa7 Qd4 Qxd4 Bxd4 Kh1 Rc8 Na2 Rxc1+ Nxc1 Rb1,sheeshbroomg,3023.0,GM,True,10.0,0.0
True,standard,bullet,resign,white,e4 c6 Ne2 d5 e5 e6 d4 Nd7 c3 b6 Be3 Bb7 Nd2 Qc7 a4 Ne7 a5 Nf5 Ng3 Nxe3 fxe3 Be7 Bd3 c5 O-O f6 Qh5+ Kd8 Qf7 fxe5 Qxe6 e4 Bb5 Nf6 axb6 axb6 Rxa8+ Bxa8 Nf5 Bb7 Nxe7 Qxe7 Qxb6+ Qc7 Rxf6 Qxb6 Rxb6 Kc7 dxc5 Ra8 Nb3 Ra2 Nd4 Rxb2 Ne6+ Kb8 c6 Rb1+,muisback,3201.0,FM,,,0.0
True,standard,bullet,resign,black,d4 d6 c3 g6 Nf3 Bg7 g3 c5 Bg2 cxd4 Nxd4 Nf6 O-O O-O Bg5 a6 Qc1 Re8 Bh6 Bh8 Nd2 Qc7 Ne4 Nxe4 Bxe4 Nc6 Nxc6 bxc6 Qf4 e5 Qh4 d5 Bg2 e4 c4 dxc4 Rac1 Be6 Bxe4 Bxb2 Rc2 Bh8 Bg2 Rad8 Bg5 Rd7 Bf4 Qa5 Bxc6 c3 Be3 Qf5 Bxd7 Bxd7 Bd4 Qxc2 Bxh8 Kxh8 Qd4+ Kg8 Qxd7 Qxe2 Qc6 c2 Rc1 Qe1+ Kg2 Qxc1 Qxe8+ Kg7 Qe5+ Kh6 f4 Qd2+ Kh3 Qd7+,sheeshbroomg,3029.0,GM,True,10.0,0.0
True,standard,bullet,resign,black,e4 c6 Ne2 d5 e5 e6 d4 Nd7 c3 Ne7 Be3 b6 Ng3 Bb7 Nd2 Qc7 Bd3 c5 f4 h5 f5 h4 fxe6 hxg3 exd7+ Qxd7 h3 O-O-O O-O f6 exf6 gxf6 a4 Bg7 a5 Rh4 axb6 axb6 Nf3 Rh5 Ba6 Rdh8 Bxb7+ Kxb7 dxc5 Rxh3 gxh3 Qxh3 Ra7+ Kxa7 Qa4+ Kb7 Bh6 Rxh6,muisback,3208.0,FM,,,0.0
True,standard,bullet,resign,black,d4 d6 c3 g6 Nf3 Bg7 g3 c5 Bg2 cxd4 Nxd4 Nf6 O-O O-O Bf4 a6 Bg5 h6 Bxf6 Bxf6 Nd2 Bg7 N2f3 Nd7 Qd2 Nc5 h3 Qc7 Rfd1 b5 Rac1 Bb7 Nb3 Ne4 Qf4 a5 Nbd4 e5 Nxb5 Qb6 Qh4 g5 Qh5 Qxf2+ Kh2 Qxg3+ Kh1 Nf6,sheeshbroomg,3023.0,GM,True,10.0,0.0
True,standard,bullet,resign,white,e4 c6 Ne2 d5 e5 e6 d4 Ne7 c3 c5 Ng3 Nbc6 Be3 b6 Qd2 Bb7 Bd3 Qc7 O-O h5 h4 g6 Na3 Nf5 Nb5 Qd8 Bg5 Qd7 Nxf5 gxf5 Bf6 Rg8 Be2 a6 Na3 Be7 Bxh5 Bxf6 exf6 Rh8 Bf3 Rxh4 Qg5 Rh8 dxc5 O-O-O Rad1 Rdg8 Qf4 e5 Nc4 exf4 Nxb6+ Kc7 Nxd7 Kxd7 Bxd5 Kc7 Rfe1 Re8 f3 Rxe1+ Rxe1 Rh6 Bxf7 Rxf6 Bc4 Rg6 b4 Nd8 Re7+ Kc8 Kf2 Nc6 Re1 Rg7 a4 Re7 Be6+ Kc7 Bxf5 Rd7 Bxd7 Kxd7 b5 axb5 axb5 Na5 c6+ Bxc6 bxc6+ Kxc6 Re4,muisback,3200.0,FM,,,0.0
True,standard,bullet,resign,black,d4 Nf6 c3 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O c5 Nbd2 cxd4 Nxd4 Nc6 Nxc6 bxc6 Bxc6 Bh3 Bg2 Bxg2 Kxg2 Rb8 Nf3 Qc8 Re1 Qb7 Qc2 d5 Bg5 Ne4 Bf4 Rbc8 Rad1 Rfe8 Qc1 e5 Bh6 Bh8 h4 d4 Qb1 dxc3 bxc3 Qxb1 Rxb1 Nxc3 Rb7 e4 Ng5 f6 Nh3 Nxa2 Rxa7 Nb4 h5 Nd5 Rd1 Rcd8 hxg6 hxg6 Rb1 e3 f3 Nc3 Rbb7 Nxe2 Re7 Nxg3 Kxg3 e2 Rxe8+ Rxe8 Bd2 e1=Q+ Bxe1 Rxe1 Ra8+ Kh7 Ra7+ Bg7 Nf4 Kh6 Nd5 f5 Ne7 Be5+ Kf2 Rc1 Nd5 Bd4+ Kg3 Bxa7,sheeshbroomg,3030.0,GM,True,10.0,0.0
True,standard,bullet,mate,black,e4 c6 Ne2 d5 e5 c5 c3 Nc6 d4 Bg4 f3 Bf5 dxc5 e6 b4 Nxe5 Nd4 Bg6 Bb5+ Nd7 O-O a6 Ba4 Nf6 f4 Be4 Nd2 Qc7 Nxe4 Nxe4 f5 e5 Ne6 fxe6 fxe6 O-O-O exd7+ Kb8 Bb2 Bxc5+ bxc5 Qxc5+ Kh1 Nf2+ Rxf2 Qxf2 Rb1 Qc5 Qb3 b5 Ba3 Qc4 Qxc4 dxc4 Bd6+ Kb7 Bc2 Rxd7 Be4+ Kb6 Bb4 Rhd8 Bf3 e4 Bg4 Rd2 a4 Kc6 axb5+ axb5 h3 g6 Ra1 h5 Ra6+ Kb7 Rxg6 hxg4 Rxg4 e3 Re4 Re2 Kh2 Rdd2 Re7+ Kc6 Rg7 Rf2 Rg6+ Kd5 h4 Ke4 h5 e2 h6 Rf5 h7 Rh5+ Kg3 e1=Q+ Kg4 Qh4#,muisback,3208.0,FM,,,0.0
True,standard,bullet,resign,black,d4 d6 Nf3 g6 g3 Bg7 Bg2 Nf6 c3 O-O h4 c5 Bg5 cxd4 cxd4 Nc6 Nc3 Bg4 Qd2 Qb6 O-O Bxf3 Bxf3 Qxd4 Qc2 Rac8 Rfd1 Qc5 Qd2 Ne5 Bg2 Nc4 Qf4 Nxb2 Bxf6 Nxd1 Bxg7 Nxc3 Bxf8 Nxe2+,sheeshbroomg,3024.0,GM,True,10.0,0.0
