rated,variant,speed,status,winner,moves,players.white.user.id,players.white.rating,players.black.user.title,players.black.user.patron,players.black.user.patronColor,clock.increment
True,standard,bullet,resign,white,e4 c6 d4 d6 Nc3 d5 Nf3 dxe4 Nxe4 Nf6 Bd3 Nxe4 Bxe4 Nd7 c3 Nf6 Bc2 Bg4 O-O e6 h3 Bxf3 Qxf3 Bd6 Re1 Qc7 Bg5 Nd5 Be4 h6 Bxd5 cxd5 Be3 O-O-O Rac1 g5 b3 Kb8 c4 dxc4 Rxc4 Qd7 Rec1 h5 d5 exd5 Rd4 g4 Qf6 gxh3 Bf4 Bxf4 Qxf4+ Ka8 g3 h4 Rc7 Qe6 g4 Rc8 Kh2 Rxc7 Qxc7 Rc8 Qf4 Qe1 Qf6 Qf1 Qf3 Rc1 Rxd5 Qg1+ Kxh3 a6 Rd8+ Ka7 Qe3+ b6 Qe7+,glasnostperestroika,3092.0,,,,0.0
True,standard,bullet,resign,white,d4 c5 e3 cxd4 exd4 Nf6 c3 g6 Nd2 Bg7 Ngf3 O-O Be2 d5 O-O Nc6 Ne5 Bf5 Ndf3 Ne4 Re1 Nxe5 Nxe5 Bxe5 dxe5 Rc8 Bh6 Re8 Bf3 Qb6 Bxe4 dxe4 Qe2 Rcd8 Rad1 Rd3 g4 Be6 Qxe4 Rxd1 Rxd1 Qxb2 h4 Qxa2 Qxb7 Qa4 Rd4 Qa1+ Kh2 Qxc3 Qxe7 Bd7 Qf6,playlatenosleep,3003.0,,,,0.0
True,standard,bullet,outoftime,white,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Bd3 Bd6 Qh5 g6 Qe2+ Qe7 Bh6 Be6 O-O-O Nd7 Re1 O-O-O Qf3 Nb6 Bf4 Qc7 Ne2 Bxa2 b3 Ba3+ Kd2 Qe7 Nc3 Qb4 Re2 Bb2 Kd1 Bxc3 Rhe1 Nd5 Re7 Bxe1 Rxf7 Nc3+ Kxe1 Ne4+ Kf1 Rhe8 g3 Nd2+ Kg2 f5 Qxc6+ bxc6 Ba6+,glasnostperestroika,3095.0,,,,0.0
True,standard,bullet,resign,black,d4 c6 c3 d5 e3 Nf6 Nf3 g6 Nbd2 Bg7 Bd3 O-O e4 dxe4 Nxe4 Nxe4 Bxe4 Bg4 Bc2 Bxf3 Qxf3 Nd7 h4 e5 h5 exd4 hxg6 hxg6 Kf1 Re8 Bf4 dxc3 Bb3 Qf6 bxc3 Qxc3 Qxc3 Bxc3 Rd1 Ne5 Bg5 Ng4 f3 Ne3+ Bxe3 Rxe3 Kf2 Rae8 Rd7 R3e7 Rhd1 Bb4 a4 Bc5+ Kg3 Kg7 a5 Rxd7 Rxd7 Re7 Rd8 a6 Rd3 Bb4 Bc4 Bxa5 Kg4 Bc7 f4 Re4 Bb3 Rxf4+ Kg3,playlatenosleep,3012.0,,,,0.0
True,standard,bullet,outoftime,black,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Ng5 Bf5 N1f3 Nbd7 Bc4 e6 Nh4 h6 Nxf5 hxg5 Ne3 Bd6 c3 Qc7 Qb3 O-O-O g3 Nb6 a4 Nxc4 Qxc4 e5 a5 exd4 cxd4 Rde8 O-O Ne4 a6 b5 Qc2 Bxg3 fxg3 Rh3 Nf5 Reh8 d5 Rxh2 Qxc6 Rh1+ Kg2 R8h2+ Kf3 Rxf1+ Kxe4 Re2+ Ne3 Ree1 Qa8+ Kd7 Qc6+ Qxc6 dxc6+ Kxc6 Ra3 Rxc1 Rd3 Rf6 Rd8 Re6+ Kd3 Re1 Rc8+ Kd7 Ra8 R1xe3+ Kc2 R3e4 Kc3 Kd6 b3 Rc4+ bxc4 Re3+ Kb4 Re4 Kxb5 Re5+ Kb4 Rc5 Rd8+ Kc6,glasnostperestroika,3098.0,,,,0.0
True,standard,bullet,mate,black,d4 g6 c3 Bg7 Nd2 Nf6 Ngf3 O-O e3 d5 Bd3 c5 O-O cxd4 exd4 Nc6 Ne5 Bf5 Bxf5 gxf5 Re1 e6 Ndf3 Ne4 Bf4 f6 Nxc6 bxc6 Nd2 Re8 f3 Nxd2 Qxd2 e5 Bh6 e4 Bxg7 Kxg7 Qf4 Qd7 Re3 Re7 fxe4 Rxe4 Rg3+ Kh8 Qh6 Qe7 Rf1 Rg8 Rxg8+ Kxg8 h3 Re1 Rxe1 Qxe1+ Kh2 Qe7 Qf4 Qd7 Qg3+ Kf7 Qb8 Qe7 Qh8 Kg6 Qg8+ Qg7 Qe8+ Kh6 Qe3+ Qg5 Qf2 f4 Qf3 Kg6 Qf2 h5 Qc2+ Kh6 Qe2 h4 Qf3 Qg3+ Kg1 Kg5 Qe2 Qe3+ Kf1 Kf5 Qh5+ Ke4 Qe8+ Kd3 Qg6+ Kd2 Qg4 Qe1#,playlatenosleep,3009.0,,,,0.0
True,standard,bullet,resign,white,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Bd3 Bd6 Qh5 Qe7+ Qe2 O-O Qxe7 Bxe7 Ne2 Be6 O-O Nd7 c3 Rad8 Nf4 Rfe8 Bc2 Nf8 Re1 Bd6 Nxe6 Nxe6 Be3 c5 dxc5 Bxc5 Rad1 Bxe3 Rxe3 Rxd1+ Bxd1 Rd8 Bb3 Nc5 g3 Kf8 Kf1 Rd2 Re2 Nxb3 axb3 Rd1+ Kg2 b6 f4 h5 b4 g6 Kf2 Rd3 Re1 Rd2+ Re2 Rd3 Re3 Rd2+ Re2 Rd7 Ke1 f5 Rd2 Re7+ Re2 Rc7 Rd2 Kg7 Kd1 Kf6 Re2 g5 fxg5+ Kxg5 Rd2 h4 Rd4 hxg3 hxg3 Re7 Kd2 Re8 Kd3 Rh8 Ke3 Rh3 Kf3 Rh2 Rd7 Rxb2 Rxa7 Rb3 Rc7 f6 Rc6 b5 Rc5 Rb1 g4 Rf1+ Ke2 Rc1 Rxf5+ Kxg4 Rxb5 Rxc3 Rc5 f5 Rxc3 f4 Rf3 Kf5 b5 Ke4 b6 Ke5 b7 Ke4 b8=Q Kd4 Qxf4+ Kd5 Re3 Kc6 Re5,glasnostperestroika,3089.0,,,,0.0
True,standard,bullet,outoftime,black,d4 c5 c3 cxd4 e3 dxe3 Bxe3 Nf6 Nd2 g6 Ngf3 Bg7 Be2 O-O O-O Nc6 Nd4 d5 Nxc6 bxc6 Nf3 Bf5 Nd4 Qd7 Nxf5 Qxf5 Bd3 Qd7 Re1 e5 Bc5 Rfe8 Qc2 e4 Bf1 Bf8 Bd4 Bg7 Rad1 Nh5 Bxg7 Kxg7 Rxe4 Rxe4 Qxe4 Re8 Qd4+ Nf6 h3 Qe7 Bd3 Qe5 Qc5 Re7 Qxc6 h5 Qc5 Rc7 Qd4 Qxd4 cxd4 Rb7 b3 a5 Rd2 Ne8 Rc2 Nd6 Kf1 Kf6 Rc5 Ke6 Ke2 Ra7 Ke3 a4 b4 Nf5+ Bxf5+ gxf5 a3 f6 g3 Kd6 Kf4 Re7 Kxf5 Re2 Ra5 Rxf2+ Kg6 Rf3 Rxa4 Rxg3+ Kxh5 Rxh3+ Kg4 Rd3 Kf5 Rxd4 Kxf6 Rf4+ Kg5 Rf1 Ra6+ Ke5 b5 d4 b6 Rg1+ Kh4 Rb1 Ra5+ Ke4 Ra6 Rh1+ Kg3 Rb1 Kf2 d3 b7 Rb2+ Ke1 Rxb7 Re6+ Kd4 Rd6+ Kc3 Rc6+ Kd4 Kd2 Rb2+ Rc2 Ra2 Kd1 Rxc2,playlatenosleep,3018.0,,,,0.0
True,standard,bullet,outoftime,white,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Bd3 Bd6 Qh5 Qe7+ Qe2 Qe6 Qxe6+ Bxe6 Ne2 Nd7 Bf4 Bxf4 Nxf4 Rd8 c3 Ke7 b3 Rhe8 Kd2 Nb6 Rae1 Kf8 Re3 g6 Rhe1 Bd7 Rxe8+ Bxe8 a4 Nd7 a5 c5 dxc5 Nxc5 b4 Nxd3 Nxd3 Bb5 Re3 f5 f4 g5 g3 h6 Kc2 Ba4+ Kd2 Bb5 Kc2 Kg7 Ne5 Ba4+ Kb2 Rd2+ Ka3 Bb5 c4 Be8 Nf3 Rd8 b5 g4 Nh4 Kf6 Kb4 Bd7 b6 axb6 axb6 Be6 Rc3 Rd1 Ng2 Rb1+ Rb3 Rc1 Ne3 Re1 Kc5 Re2 Nd5+ Kg6 Kd6 Rxh2 Re3 Rc2 Ne7+ Kf6 Nd5+ Kg7 c5 Rd2 Re5 Rxd5+ Rxd5 Bxd5 Kxd5 h5 c6 bxc6+ Kxc6 h4 b7,glasnostperestroika,3079.0,,,,0.0
True,standard,bullet,mate,black,d4 g6 c3 Bg7 Nd2 Nf6 Ngf3 O-O g3 d5 Bg2 c5 O-O cxd4 Nxd4 Nc6 Nxc6 bxc6 e4 Bg4 Qc2 dxe4 Nxe4 Bf5 Re1 Bxe4 Bxe4 Qb6 Be3 Qa6 Bd3 Qb7 Rad1 Rad8 Bc5 Rd7 Bc4 Rfd8 Rxd7 Rxd7 b4 e6 Qa4 Nd5 Bxd5 cxd5 Re3 Bf8 Bd4 Bg7 Bc5 Bf8 Bd4 Rc7 h4 a6 Qe8 Qc6 Qd8 Rc8 Qf6 e5 Qxe5 f6 Qxf6 Qxf6 Bxf6 Kf7 Bd4 Ra8 Rf3+ Ke6 Kg2 Kd7 Rf6 Be7 Rf7 Ke6 Rxh7 a5 Rg7 axb4 cxb4 Bxb4 Rxg6+ Kf5 Rg5+ Ke4 Be3 Bc3 Rg4+ Kd3 Rg5 d4 Bxd4 Bxd4 Rf5 Rxa2 Rf3+ Ke4 h5 Bg7 g4 Bh6 Rf5 Be3 Kg3 Bd4 f3+ Ke3 Rf4 Be5 h6 Bxf4+ Kh4 Rh2#,playlatenosleep,3028.0,,,,0.0
True,standard,bullet,outoftime,white,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Ng5 h6 Nxf7 Kxf7 Nf3 Bf5 Ne5+ Ke8 Bc4 e6 g4 Bh7 Bxe6 Nbd7 Qe2 Qe7 Bf7+ Kd8 Bb3 Be4 Nf7+ Kc8 Nxh8 Bxh1 Bf4 Bf3 Qxe7 Bxe7 Nf7 Bxg4 Kd2 Nd5 Bd6 Bxd6 Nxd6+ Kc7 Ne4 Re8 Re1 N7f6 Nc5 Rxe1 Kxe1 b6 Nd3 Kd6 c4 Ne7 c5+ bxc5 dxc5+ Kd7 Ne5+ Kc7 Nc4 Be6 Nd6 Bxb3 axb3 Nd7 Ne8+ Kd8 Nxg7 Nxc5 b4 Nd3+ Kd2 Nxb4 Ne6+ Kd7 Nf8+ Kd6 Nh7 Nbd5 f4 Nxf4 Nf6 Ne6 Ne4+ Ke5 Ng3 Nd5 Ne2 Kd6 Ng1 Nc5 Kc2 Ne4 Kb1 Ke5 Nf3+ Kf4 Ne1 Nd2+ Kc2 Nf3 Nd3+ Ke3 Nc1 Nxh2 Nb3 Nf3 Kb1 Kf4 Na1 Nd2+ Kc2 Nc4 Kc1 Nce3 Nc2 Ke4 Ne1 Nc2 Nxc2 Kd3 Ne1+ Kc4 Nf3 Kb3 Ng1 Nc3 Ne2,glasnostperestroika,3069.0,,,,0.0
True,standard,bullet,outoftime,black,d4 Nf6 c3 g6 Nd2 Bg7 e4 O-O e5 Ne8 Ngf3 d6 Bd3 Bg4 h3 Bxf3 Nxf3 Nc6 exd6 cxd6 O-O d5 Re1 e6 Bg5 Bf6 Bh6 Bg7 Qd2 Bxh6 Qxh6 Qf6 Ne5 Nxe5 Rxe5 Qg7 Qh4 Nd6 Rae1 Rfc8 Qg3 Nc4 Bxc4 Rxc4 h4 b5 h5 b4 Qe3 Rac8 b3 Rxc3 Qf4 Qf8 h6 Rc2 g4 R8c3 g5 Qd8 Qg4 Rc8 Qf4 R2c3 R1e3 Rc1+ Kg2 R1c3 Rf3 Rxf3 Qxf3 Qf8 Qf4 Rd8 Qf6 Re8 Re3 Rd8 Qf4 Rc8 Re5 Qe7 Qf6 Qxf6 gxf6 Kf8 Re3 Ke8 a3 Kd7 axb4 Rb8 Re2 Rb6 Ra2 Kc7 Rxa7+ Rb7 Rxb7+ Kxb7 b5 Kb6 Kf3 Kxb5 Kf4 Kc6 Ke5 Kc7 b4 Kd7 b5 g5 b6 g4 b7 Kc7 Kf4 Kb8 Kg3 Kxb7 Kxg4 Kc7 Kf4 Kd6 Kf3 Kd7,playlatenosleep,3038.0,,,,0.0
True,standard,bullet,outoftime,white,d4 Nf6 Nf3 e6 g3 d5 Bg2 Nbd7 O-O Bd6 c4 e5 cxd5 e4 Ne5 Nxe5 dxe5 Bxe5 Nc3 Bxc3 bxc3 Qxd5 Qxd5 Nxd5 Bxe4 Nxc3 Bf3 O-O Ba3 Re8 Rac1 Nxe2+ Bxe2 Rxe2 Rxc7 Bh3 Rfc1 h5 Rxb7 Rae8 Bb4 Rxa2 Re7 Rxe7 Bxe7 a5 Bc5 a4 Bd4 g6 Ra1 Rc2 f4 Rg2+ Kh1 Rd2 Rxa4 Rd1+ Bg1 Bd7 Ra8+ Kh7 Ra6 Bc8 Ra7 Be6 Kg2 Bd5+ Kf2 Kg7 h3 Rd2+ Ke3 Rd1 Bf2 Rf1 Ke2 Bc4+ Kf3 Bd5+ Ke3 Bc4 f5 gxf5 Ra3 f4+ gxf4 Rd1 f5 Rd5 Ke4 Kf6 Kf4 Rxf5+ Ke4 Rf3 Kd4 Bd5 Ra6+ Kf5 Be3 Rf4+ Bxf4 Kxf4 Kc5 Kg3 Kd4 Kxh3 Ra5 h4 Rb5 Kg3 Rc5 h3 Rxd5 Kg2 Re5 h2 Rf5 Kg1 Rg5+ Kh1 Rg4,glasnostperestroika,3058.0,,,,0.0
True,standard,bullet,resign,black,d4 c5 e3 cxd4 exd4 Nf6 c3 g6 Nf3 Bg7 Be2 O-O O-O e5 Nxe5 d5 Nd2 Nc6 Ndf3 Bg4 Nxg4 Nxg4 h3 Nf6 Bg5 h6 Bh4 g5 Bg3 Ne4 Bh2 f5 Bd3 f4 Qb3 Na5 Qb5 a6 Qa4 b5 Qa3 Nc4 Bxc4 bxc4 Rfe1 Re8 b3 Rc8 b4 Qd6 Qb2 Re6 Nd2 Rce8 Nxe4 Rxe4 Rxe4 Rxe4 Qd2 Qe6 a4 Re2 Qd1 Qe4 b5 a5 Rb1 Bf8 b6 Bd6 b7 Bb8 Qf1 Qc2 f3 Qd2 Rd1 Qe3+ Kh1 Rd2 Bg1 Qd3 Qxd3 Rxd3 Rxd3 cxd3,playlatenosleep,3049.0,,,,0.0
True,standard,bullet,outoftime,black,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Bd3 Bd6 Qh5 Qe7+ Qe2 Qe6 Qxe6+ Bxe6 Ne2 Nd7 Bf4 Bxf4 Nxf4 Rd8 c3 Ke7 Kd2 Nb6 b3 Rhe8 Rae1 g6 Re3 Kf8 Rhe1 Bd7 Rxe8+ Bxe8 h4 Nd7 f3 c5 d5 Ne5 c4 a6 Be2 b5 Nd3 bxc4 Nxe5 Rxd5+ Nd3 cxd3 Bxd3 Bb5 Re3 f5 Kc3 f4 Bxb5 fxe3 Bxa6 Rd2 a4 Rxg2 b4 cxb4+ Kxb4 e2 Bxe2 Rxe2 a5 Re3 a6 Re1 Kb5 Ra1 Kc6 Ke7 Kb7 Kf6 a7 Kf5 a8=Q Rxa8 Kxa8 Kf4 Kb7 Kxf3 Kc7 Kg4 Kd6 Kxh4 Ke5 Kg5 Kd6 h5 Ke7 Kg4 Kf8 h4 Kg7 Kg3 Kg8 g5 Kg7 g4 Kg8 h3 Kg7 Kg2 Kg8 h2 Kg7 g3 Kg8 h1=Q Kg7 Kf2 Kg8 f5 Kg7 f4 Kf8 f3 Kf7 g2 Kf8 g1=Q Kf7 Kg2 Ke7 Qf2 Ke8 Qhh4,glasnostperestroika,3058.0,,,,0.0
True,standard,bullet,outoftime,black,d4 c5 c3 cxd4 cxd4 Nf6 Nc3 g6 Nf3 Bg7 g3 d5 Bg2 O-O O-O Nc6 Ne5 Bf5 Bf4 Nxe5 Bxe5 Ne4 Bxg7 Kxg7 Nxe4 Bxe4 Bxe4 dxe4 e3 Qd5 Qb3 Rfd8 Rac1 Qxb3 axb3 Rac8 Rc3 Rxc3 bxc3 Rc8 c4 b5 c5 a5 Ra1 Ra8 Kf1 Kf6 Ke2 Ke6 Kd2 Kd5 Kc3 b4+ Kc2 e5 Rd1 exd4 Rxd4+ Kxc5 Rxe4 a4 bxa4 Rxa4 Kb3 Ra3+ Kb2 Rd3 Kc2 Rd7 Re8 Kb5 Rb8+ Kc4 Rc8+ Kb5 Rb8+ Kc5 Rc8+ Kd5 Rf8 Ke4 Rb8 Kf3 Rxb4 Kxf2 e4 Kg2 e5 Kxh2 Rh4+ Kxg3 Rxh7 Re7 Kd3 Rxe5 Rxf7 Rf5 Rg7 g5 Ke4 Rf4+ Ke3 g4 Rg5 Rf3+ Ke2 Rf4 Rd5 Rf3 Rd1 Kg2 Rd4 Rf2+ Ke3 g3 Rd3 Rf3+ Ke4 Rxd3 Kxd3 Kf2 Kd4 g2 Kd5 g1=Q Ke6 Qe1+ Kd7 Qe2 Kd8 Kf1 Kc7 Qd2 Kc8 Kf2 Kb8 Qc2 Kb7 Qc3 Kb8 Qb2+ Ka8 Qb3 Ka7 Qb4 Ka8 Qa3+ Kb8 Qc3 Kb7 Qb4+,playlatenosleep,3049.0,,,,0.0
True,standard,bullet,resign,white,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Bd3 Bd6 Qh5 Qe7+ Qe2 Qe6 Qxe6+ Bxe6 Ne2 Nd7 Bf4 Rd8 Bxd6 Nb6 Bg3 Nd5 c3 h6 Nf4 Nxf4 Bxf4 Bd5 O-O-O O-O f3 Bxa2 Rhe1 Bb3 Re7 Bxd1 Kxd1 c5 Be3 Rfe8 Rxe8+ Rxe8 Kd2 b6 dxc5 bxc5 Bxc5 a5 b4 a4 b5 Ra8 Ba3 f5 c4 f6 c5 Kf7 b6 Ke6 c6 Ra6 Bxa6,glasnostperestroika,3047.0,,,,0.0
True,standard,bullet,mate,black,d4 Nf6 c3 g6 e3 Bg7 Nd2 c5 Ngf3 cxd4 exd4 O-O Be2 d5 O-O Nc6 Ne5 Bg4 Nxg4 Nxg4 Bxg4 e6 Nf3 a6 Bg5 Qc7 Qd2 b5 Bh6 Na5 Bxg7 Kxg7 Ne5 f6 Nd3 Nc4 Qe2 f5 Bh3 Rae8 Rfe1 Nd6 Ne5 Ne4 f3 Nf6 Qe3 a5 Qf4 b4 Nxg6 Qb6 Nxf8 Rxf8 Qg5+ Kh8 Qh6 Rf7 Re5 Ng8 Qxe6 Qc7 Bxf5 Rg7 Rxd5 bxc3 bxc3 Qxc3 Rf1 Qd2 Rd7 Qxg2#,playlatenosleep,3061.0,,,,0.0
True,standard,bullet,mate,white,g3 c6 Bg2 d5 Nf3 Nf6 O-O Bg4 d3 Bxf3 Bxf3 Nbd7 Nd2 e6 e4 Bd6 Re1 Qc7 Bg2 O-O Qe2 Rac8 Nf3 e5 Bg5 Rfe8 Nh4 h6 Bxf6 Nxf6 Nf5 Bc5 c3 Qb6 b4 Bf8 a3 Rcd8 Rad1 a5 Qf3 axb4 axb4 d4 cxd4 Bxb4 Rf1 exd4 Nxh6+ Kf8 Ng4 Be7 e5 Nxg4 Qxg4 Qc5 f4 f6 e6 f5 Qg6 Kg8 Qf7+ Kh8 Qh5+ Kg8 Qf7+ Kh8 g4 fxg4 Be4 Bf6 Qg6 Rxe6 Qh7#,glasnostperestroika,3035.0,,,,0.0
True,standard,bullet,mate,black,c4 c5 g3 Nc6 Bg2 e6 Nc3 Nge7 d3 g6 h4 Bg7 h5 O-O hxg6 hxg6 Bh6 Bxh6 Rxh6 Kg7 Qd2 Rh8 Rxh8 Qxh8 Ne4 b6 Qc3+ Kg8 Nf6+ Kf8 Nxd7+ Kg8 Nf6+ Kf8 Nd7+ Kg8 Qxh8+ Kxh8 Nf6 Kg7 Ne4 Nd4 O-O-O Bb7 e3 Ndf5 Bf3 Rd8 Nc3 Bc6 Bxc6 Nxc6 Nf3 Nb4 Ne1 Rh8 a3 Nc6 Nf3 g5 Nxg5 Rh2 Nce4 Ne5 Rd2 f6 Nxe6+ Kf7 Nf4 Nf3 Rd1 Ke7 b4 Nd6 Nxd6 Kxd6 Rf1 Kc6 Kd1 Ne5 Ke2 cxb4 axb4 a5 bxa5 bxa5 Ra1 Ng4 Kf3 f5 Ng2 Ne5+ Kf4 Nxd3+ Kf3 Ne5+ Kf4 Nd3+ Kf3 Kb6 Nf4 Rxf2#,secret_magnus,3094.0,,,,0.0
True,standard,bullet,resign,black,e4 d6 Nc3 Nf6 d4 Nbd7 Nf3 e5 Bc4 Be7 dxe5 dxe5 Bxf7+ Kxf7 Ng5+ Kg8 Ne6 Qe8 Nxc7 Qd8 Nxa8 b5 Nd5 Bd6 Bg5 Bb7 f4 Bxa8 fxe5 Bxe5 O-O Bxd5 exd5 Qb6+ Kh1 h6 Bh4 Qd6 c4 bxc4 Qe2 Kh7 Qxc4 Rb8 Qd3+ Kg8 Rab1 Qxd5 Qxd5+ Nxd5 Rfd1 N5b6 b4 Nf6 Bxf6 Bxf6 h3 Re8 a4 Nxa4 Rd7 a6 Rd6 Ra8 b5 axb5 Rxb5 Nc3 Rb3 Ra1+ Kh2 Be5+ g3 Ra2+ Rd2 Rxd2+,glasnostperestroika,3033.0,IM,,,0.0
True,standard,bullet,outoftime,white,c4 c6 g3 d5 Bg2 Nf6 Nf3 g6 O-O Bg7 Qc2 O-O b3 Bf5 d3 Bg4 Bb2 Bxf3 Bxf3 e6 Nd2 Nfd7 d4 Nf6 e4 dxe4 Nxe4 Nxe4 Qxe4 Nd7 Rad1 Re8 Qc2 Qa5 a4 Rad8 Bc3 Qf5 Be4 Qh5 Kg2 Nf8 Bf3 Qf5 Be4 Qf6 b4 Qe7 b5 Nd7 bxc6 bxc6 Bxc6 Rc8 d5 exd5 cxd5 Red8 Bxg7 Kxg7 Rfe1 Qf6 Qe4 Nb8 Rc1 Rc7 Bb5 Rdc8 Rxc7 Rxc7 Qe5 Qxe5 Rxe5 Kf6 Re8 Nd7 d6 Rb7 Bc6 Rb6 Bxd7 Rxd6 Bb5 a6 Be2 Rd4 Bxa6 Rxa4 Be2 Ra7 Re3 Kg7 Rf3 Rb7 Bd3 Ra7 h4 Rb7 Re3 Ra7 Be2 Rc7 Bf3 Ra7 Re4 Rd7 h5 Rc7 g4 Kf6 Kg3 Kg5 Bg2 f5 f4+ Kf6 g5+ Kg7 h6+ Kf7 Re3 Kf8 Bd5 Rc8 Rd3 Rc1 Kf3 Re1 Re3 Rf1+ Kg3 Rg1+ Kf2 Rf1+ Ke2 Re1+ Kd3 Rd1+ Kc4 Rc1+ Rc3 Rxc3+ Kxc3 Ke7 Kd4 Kf8 Bg8 Ke7 Bxh7 Kf8 Ke5 Kf7 Bxg6+ Kf8 Bxf5,secret_magnus,3084.0,,,,0.0
True,standard,bullet,resign,black,e4 e5 Nf3 d6 Nc3 Nd7 d4 Ngf6 Bc4 Be7 dxe5 dxe5 Bxf7+ Kxf7 Ng5+ Kg8 Ne6 Qe8 Nxc7 Qd8 Nxa8 b5 Nxb5 Qa5+ Nc3 Bb7 O-O Bxa8 Bg5 Kf7 Qd3 Rc8 Rfd1 Qb4 Rab1 Qc4 Qxc4+ Rxc4 Bxf6 Nxf6 f3 Bc5+ Kf1 Bd4 Ke2 Bb7 h3 Ba6 Ke1 h5 b3 Rxc3,glasnostperestroika,3043.0,IM,,,0.0
True,standard,bullet,resign,black,e4 c6 d4 d5 e5 c5 Nf3 Bg4 dxc5 Nc6 c3 e6 Be3 a6 Nbd2 Nxe5 Qa4+ Qd7 Qxd7+ Nxd7 b4 Ne7 h3 Bxf3 Nxf3 Nf5 Bf4 g6 g4 Bg7 Kd2 Ne7 Bd3 Nc6 a3 O-O-O Bd6 Nde5 Nxe5 Bxe5 Bxe5 Nxe5 f4 Nc6 g5 d4 c4 a5 Be4 Nb8 Kd3 Kc7 h4 Na6 Rhb1 h6 Kd2 hxg5 hxg5 Rh3 Rh1 Rdh8 Rhb1 Rh2+ Kd3 R2h7 Kxd4 Rh4 Ke5 Rh3 Rd1 Rc3 Rac1 Rxa3 Rb1 axb4 Kf6 Nxc5 Bh1 Rd3 Kxf7 Rxd1 Rxd1 b3 Kxg6 b2 Bf3 Na4 Rb1 Rh2 Bd1 Nc3 Rxb2 Rxb2 Bg4,secret_magnus,3086.0,,,,0.0
True,standard,bullet,outoftime,white,b3 d5 Bb2 c5 Nf3 f6 d4 cxd4 Nxd4 e5 Nf3 Nc6 e3 Be6 Nbd2 Bb4 Bb5 Ne7 O-O O-O c4 a6 Bxc6 Nxc6 cxd5 Qxd5 Qe2 Qb5 Nc4 Be7 Rfd1 Rfd8 Bc3 Qc5 h3 Rxd1+ Rxd1 b5 Ncxe5 fxe5 Bb2 Rd8 Rd2 Rxd2 Qxd2 Kf7 Qd3 h6 Qe4 Bf6 a4 Qd5 Qc2 e4 Nd2 Bxb2 Qxb2 Ne5 Qc3 Qd3 Qc7+ Nd7 Nf1 Bxb3 axb5 axb5 Ng3 Be6 Nh5 b4 Nf4 Qd1+ Kh2 b3 Qc6 Nf8 Qb7+ Qd7 Qb6 g5 Ne2 Ng6 Nd4 Qd5 Kg1 Ne5 Qc7+ Bd7 Qb8 Nc6 Qxb3 Qxb3 Nxb3 Be6 Nc5 Bd5 Na4 Ne5 Nc3 Bc6 Ne2 Ke6 Nd4+ Kd5 Nf5 h5 Nd4 Bd7 Ne2 h4 Nc3+ Ke6 Nxe4 Kf5 Nc5 Kf6 Ne4+ Kg6 Nc5 Bc6 Nb3 Nf7 Nd4 Bb7 f3 Kf6 e4 Ba8 Ne2 Ke5 Kf2 Kf6 Ke3 Nd6 Nc1 Ke5 Nd3+ Kf6 Kd4 Ke6 e5 Nf7 Nc5+ Ke7 e6 Nd8 Ke3 Nc6 Nd3 Kxe6 Kf2 Kf5 Nb2 Ne7 Kg1 Nd5 Nc4 Nf4 Ne3+ Kg6 Nd1 Ne2+ Kh2 Nf4 Ne3 Nd3 Kg1 Ne5 Ng4 Kf5 Kf2 Kf4 Nxe5 Kxe5 Ke3 Kf5 Kf2 Kf4 Ke2 g4 fxg4,glasnostperestroika,3029.0,IM,,,0.0
